source_id,wikibase_lexeme,p6st
9588,L96571,L96571-59107345-928B-4C26-873C-23D9850B96B0
9589,L96572,L96572-BFE6CEFB-CDBC-456E-A715-384BF4F6C5D8
9590,L96573,L96573-FFD1A8C0-A697-4D21-B3E5-0863F4E108A4
9591,L96574,L96574-B668D102-E3C4-4CE5-99FD-1B727B5C168E
9592,L96575,L96575-B8AA4BA4-03DB-4278-97FE-F37A9075DA85
9593,L96576,L96576-99093CFB-2AC1-4D1E-A674-878BF726AB8F
9594,L96577,L96577-3CB02A51-5B88-46F0-B7F2-D188A64B78BA
9595,L96578,L96578-7DFEC6A6-9552-49FA-8BE5-21D6833BB40E
9596,L96579,L96579-E1C32DF3-D579-4DED-A1FF-BAB381E84817
9597,L96580,L96580-4B2EF18D-9BB7-48C9-B280-800F81DEC47F
9598,L96581,L96581-3E68B69B-4600-4993-B625-3B2019C2AF1C
9599,L96582,L96582-0A93A7CB-58D7-4D1C-AAF3-6A84184A2B68
9600,L96583,L96583-119EC5EF-E69F-4B7B-B3C6-DCC31A91DDF2
9601,L96584,L96584-61C8278B-506C-4499-9885-5C401DF40355
9602,L96585,L96585-41678F8D-FFB6-44EE-B560-46E647A6463D
9603,L96586,L96586-33E5E411-EF92-4134-BAEC-70FC0684B18D
9604,L96587,L96587-26FE847C-E753-4136-8E51-98B40E18C741
9605,L96588,L96588-6B6C25D0-D45F-4E59-A33F-F32C3AAF2712
9606,L96589,L96589-563F63B0-499F-4A7E-B6CB-A037A925EF91
9607,L96590,L96590-017DCDC7-A8D8-4A2C-8C34-B75D0E562DFE
9608,L96591,L96591-61D330DA-1EE6-4EAE-BEA4-1628E8C0B648
9609,L96592,L96592-1BAE46A7-DAB6-48F4-A6D4-7B3A4DFCD943
9610,L96593,L96593-DDB3A830-F142-4611-85EA-80FB6FB9D0F1
9611,L96594,L96594-31925E10-B72D-45B5-A256-88CAB2297F4F
9612,L96595,L96595-0C5DDBFF-6EFE-4134-B141-B0CB99BB363D
9613,L96596,L96596-9763E9C2-3E30-4F17-B6DF-DEBA0B679849
9614,L96597,L96597-58EC0757-9743-4164-85F1-2CE9F2F0CFD2
9615,L96598,L96598-460CEDC9-3571-462F-80B6-B1631B48B50D
9616,L96599,L96599-5BDC9963-0E60-4A69-B531-132686BD20DA
9617,L96600,L96600-05D62EA2-A9FE-4367-8641-3DE2971246B2
9618,L96601,L96601-7DBF9D29-0C6E-4E82-9449-DA67DF41B6A2
9619,L96602,L96602-C1E192D5-7291-4D68-B0E8-56A2356D9303
9620,L96603,L96603-7D0B3340-86D4-40AC-8B36-F3A2C754DFAC
9621,L96604,L96604-B42D1ABF-C5AE-4EF0-81E4-CCF7EA50839C
9622,L96605,L96605-791A9D78-BDEA-4E0E-8265-613934BB3286
9623,L96606,L96606-812B511D-8BC5-4B98-B1F1-57C721EC687E
9624,L96607,L96607-440ABD0D-DCAC-4A52-AB1E-B15381E61E3D
9625,L96608,L96608-261EDB93-FFDF-4AE0-86ED-8BE9FDA4FF79
9626,L96609,L96609-2416E450-1003-4769-B17A-2DF190F9561F
9627,L96610,L96610-11207F80-3396-49D7-8A3A-07DE80C6DCBF
9628,L96611,L96611-7B77FFF3-5E2E-4EF5-AA08-C1DE88EED98B
9629,L96612,L96612-A495566E-6613-48D0-9761-BCCD382474A2
9630,L96613,L96613-EF45CDDE-2987-4E29-B475-A0A76C3C9D92
9631,L96614,L96614-977AEFC2-1BF6-495A-AE8E-2AF2DBEADBC0
9632,L96615,L96615-B0988E90-A964-4A42-AB6B-52DFE81E278E
9633,L96616,L96616-84D3C273-E318-46AC-B1EE-89E8CE353573
9634,L96617,L96617-96B322AB-2D76-4F6A-A961-F28C5186468B
9635,L96618,L96618-54313840-6A54-43F5-A7B2-DE184687225A
9636,L96619,L96619-09D68E42-0987-4301-A4DE-51AC58F7A856
9637,L96620,L96620-8C3E2AAE-2F9A-4BDA-A9D1-2C2A2DFF3DA2
9638,L96621,L96621-4963F220-F676-4912-AF17-D6C6900B5EDA
9639,L96622,L96622-3B5EBFAB-29DA-4F4E-B075-F0BA1E439EAC
9640,L96623,L96623-6EA33D52-7428-484B-951E-938EDB52107F
9641,L96624,L96624-0B06FCB6-2985-493B-A70F-5AD7D65DD8F4
9642,L96625,L96625-965A50BE-05EA-40CD-8F93-6760CE911C0C
9643,L96626,L96626-C8F7B236-95D3-4BC4-867A-3DA1D6A1306C
9644,L96627,L96627-858CB4D9-3C58-433E-A9C2-9596FA601AE5
9645,L96628,L96628-E0D580E0-9E47-4CE7-AE7A-892006E293C7
9646,L96629,L96629-580EBCCB-BBDC-4B51-B859-E606B92C65B2
9647,L96630,L96630-EFA442A9-81D5-4A4B-BD26-934DB208A057
9648,L96631,L96631-A480669C-EC54-4DCE-B43D-FACDD3AAF07B
9649,L96632,L96632-05B534F1-0366-4736-B7B8-C72D961F6AFF
9650,L96633,L96633-9C0FC7F5-1758-4C6D-BA4A-1DF643307774
9651,L96634,L96634-3CED7616-2CDB-41D0-A5D6-7F5D9EC7D773
9652,L96635,L96635-405772CB-B3DA-4F25-9486-F7F3D4521992
9653,L96636,L96636-9F40827B-9F1C-421A-9F17-7323324A79F6
9654,L96637,L96637-9BF6D0DB-2A23-4776-A77E-925904EC5616
9655,L96638,L96638-10A52D86-B72A-4854-8846-B627873F8B35
9656,L96639,L96639-D809AA32-7CB1-4490-A72F-1FF05DAD3809
9657,L96640,L96640-785385C6-A0FB-472D-AAE8-DF92B0C9AF56
9658,L96641,L96641-93A35FC2-CFDB-43CF-806F-95A95827C475
9659,L96642,L96642-93E20B6D-BC87-4779-A9F2-3435B276CCF6
9660,L96643,L96643-8921CC65-84C4-4A12-BC24-B7AEC1AC2B05
9661,L96644,L96644-FE931CE1-F4B0-42E9-AC60-5C6C56A629D3
9662,L96645,L96645-09920E03-D490-4464-8E84-8955920F0217
9663,L96646,L96646-2416311A-37D7-452C-8AB0-BE552EF870A6
9664,L96647,L96647-7627E320-FACA-41C8-8578-88FD292DA2D0
9665,L96648,L96648-4738EDF5-FEC6-487E-B7DF-C4DD0B4791DC
9666,L96649,L96649-01809B8E-52CD-4F4D-B9E8-5479BE75B6E5
9667,L96650,L96650-EF2C7004-D14A-4858-AD5B-57CD951DF7E1
9668,L96651,L96651-19B3BE58-76EB-4DAB-9D25-0FF90C85D6B2
9669,L96652,L96652-822A8F38-A1CF-4DBA-B26C-619706173A0F
9670,L96653,L96653-E25D46A5-32C7-4934-911F-05B9BC68796D
9671,L96654,L96654-6CB642CC-3FEE-4CA5-B900-D5BC68EF5912
9672,L96655,L96655-7557CA32-4EC3-46F6-B632-5354DAAB2A2F
9673,L96656,L96656-5336989D-E836-4499-BC08-3C629783C5BE
9674,L96657,L96657-EF4DC501-D13A-444C-A576-9654D86920C0
9675,L96658,L96658-FE9ACBF4-5649-4BEF-AFCC-6BA73C71CC67
9676,L96659,L96659-7639D628-CB7C-444A-857B-DFC4A626ABCD
9677,L96660,L96660-E342C23C-CE25-4610-B335-5EF91456D209
9678,L96661,L96661-16D3A55A-5DA6-499C-BAD8-E5B7287B63FA
9679,L96662,L96662-6086542C-40CF-41FA-A6D8-AFC21C3A0A6E
9680,L96663,L96663-3E841658-4D1F-481F-B0CF-019C7CE01E85
9681,L96664,L96664-6B1C1895-E8A1-4017-8448-F89407139071
9682,L96665,L96665-C0367176-F6E1-46A5-8072-DC01A0758695
9683,L96666,L96666-9548A71C-29C1-428B-A8DC-C6ECA126F43F
9684,L96667,L96667-3B794381-7E7A-42B5-B039-C1B58F814162
9685,L96668,L96668-89DCE4BA-45CF-4158-88E3-6037B93C421D
9686,L96669,L96669-048B0A3D-CF39-4DA5-8156-ECB24534500C
9687,L96670,L96670-94C381A5-A6BD-452A-A02F-6133F6E29BFE
9688,L96671,L96671-92049E8D-1E9E-4788-84F6-9CDEAB4CCAA7
9689,L96672,L96672-81D57DB2-7635-4027-9A4B-0689F5CC6F22
9690,L96673,L96673-79E1C36B-16F2-44C6-A951-5F1D633BD1BB
9691,L96674,L96674-BB5C717A-02CA-4874-952B-B02C91C2C315
9692,L96675,L96675-96B80788-FCA3-40A9-8A5C-C59CF874DF64
9693,L96676,L96676-A33100CB-58BE-4EA2-B0EF-C6FFF52B8E53
9694,L96677,L96677-AA70D406-09BB-42E7-BB80-7F60A77FC938
9695,L96678,L96678-33A0177E-9645-4D51-9FAA-F0C44388DF61
9696,L96679,L96679-13577CB4-260F-4A02-BB47-0531FA3D3F64
9697,L96680,L96680-910893E4-AF60-4E1D-B932-A1B7D2D1339F
9698,L96681,L96681-B825809B-8B6D-45D0-A371-DD1518172B6D
9699,L96682,L96682-4D250ED9-CCAC-47C5-9535-FF19394E5A50
9700,L96683,L96683-D2777DDA-01FF-44AB-9D33-22A8BB49364B
9701,L96684,L96684-110DC332-005A-432B-8DA2-2898BF48E815
9702,L96685,L96685-4F9CCC5A-CAB2-4C67-A21E-404A8F43178D
9703,L96686,L96686-F7912126-D0FD-4A4B-8E06-CC273B97139C
9704,L96687,L96687-23D17A64-C4C8-4123-8262-C0AB1F354036
9705,L96688,L96688-6DAB7688-C504-4FEC-8E55-B044B8E02A97
9706,L96689,L96689-107AADBD-12D1-4B86-99BF-12003E3EFBDB
9707,L96690,L96690-7F304BD4-BF43-4364-A7E5-36287C685EB2
9708,L96691,L96691-9015D837-1745-4209-95BF-7CCCBADCE4FB
9709,L96692,L96692-F12E68D4-49DE-4F96-8156-33126AF4CCF8
9710,L96693,L96693-02942736-C51C-4FD3-A7E5-FB1139212826
9711,L96694,L96694-99BA1C77-36AC-4BD6-91E2-54CF886E9677
9712,L96695,L96695-BCA165D2-B371-4DA3-9B63-E7130BE5B0C9
9713,L96696,L96696-2C7C179E-57D8-4E61-BB61-B4C85D839EF2
9714,L96697,L96697-98C52985-AFF8-4C44-A0FF-9B83F32A5BB0
9715,L96698,L96698-0F4DEAE8-CA84-4E7A-A5BD-5137F4376A85
9716,L96699,L96699-A6356C2B-BB66-4693-921D-7E2E33EABCB7
9717,L96700,L96700-F239F938-7010-4DA0-B591-30C8E051F678
9718,L96701,L96701-A2333785-A3F8-4734-BBC4-82B05C8820AE
9719,L96702,L96702-48A05230-F0C0-4E1E-9330-71ED422FEAB1
9720,L96703,L96703-3E273361-CBEC-442A-ADF6-1CF46B8B6BA6
9721,L96704,L96704-3B4458FF-9EA6-4973-A576-B86EE51DD20B
9722,L96705,L96705-0D1451E4-52E1-40C1-B8DD-CBBA95FF5B25
9723,L96706,L96706-234A2FC6-FC3F-4355-BE86-4A8C0BC1E325
9724,L96707,L96707-E8576530-9935-4328-B157-4661ACC6F1C6
9725,L96708,L96708-ED22316C-53F2-4A5A-B0AF-DB3229E26203
9726,L96709,L96709-C2B68608-9C75-438D-9CBF-67ED405CB21E
9727,L96710,L96710-2650709F-A9E2-4FD2-BF14-BD39D7923251
9728,L96711,L96711-22C4521A-3ED5-41F0-8686-9575B07D43D9
9729,L96712,L96712-4CBAC83F-36E2-4154-9E48-09F2F2801DBC
9730,L96713,L96713-57C34936-0EE0-4AE4-92DB-546FD91D1C0D
9731,L96714,L96714-A7CE1154-EB3D-4132-B5D6-CA34B544B53F
9732,L96715,L96715-006A7584-2AC6-43CD-85C2-E07F9DF4F496
9733,L96716,L96716-548BC329-3222-4B9E-B502-1FE9FB6447A2
9734,L96717,L96717-0853D2A8-DB66-42F6-8564-F4C1168F9C02
9735,L96718,L96718-7C80DE8D-9122-478A-AF4B-E6D7F64F4639
9736,L96719,L96719-314E1DFD-5F80-4324-A4EF-25A1265E2D3D
9737,L96720,L96720-C62B595F-C21C-4975-B9A2-F7910291E61D
9738,L96721,L96721-6A9AA8D1-1D0B-476E-A27B-4032C7E6924D
9739,L96722,L96722-A284AB96-F83E-45FB-968D-5178D4088323
9740,L96723,L96723-EE59AF93-E25B-41E0-83CB-F9AB10AF5D5B
9741,L96724,L96724-A106206D-F010-4043-9B68-A2DD251D760F
9742,L96725,L96725-9DF4A3D7-C823-4C4C-A845-B77CD28E88C1
9743,L96726,L96726-677C9550-DE5A-48B9-B655-F83E6A07D82C
9744,L96727,L96727-9F4CF0EA-1580-4992-BD37-26C046FCF0F0
9745,L96728,L96728-1F9A7112-1C50-4B59-A0AC-3F599224FA8D
9746,L96729,L96729-C2135CA0-FFCA-46DB-A401-60AC6EE0913A
9747,L96730,L96730-C1250CDC-3D4B-4D12-8344-AC1A27713FD6
9748,L96731,L96731-BADE3AB5-1DD3-45EF-A825-B997AC0C6E94
9749,L96732,L96732-2EE91837-8A3A-41B7-BBCD-B55995D3CCDD
9750,L96733,L96733-12E99F3B-4FE0-467F-9C84-399B60B755EB
9751,L96734,L96734-DA376399-E67D-4C00-BD3F-4BAFC244329E
9752,L96735,L96735-7E394970-DC3A-467F-8EDC-C71170505AA1
9753,L96736,L96736-BD13FA64-57DD-4ADC-AAE8-2F7B93967958
9754,L96737,L96737-1FCEB36F-8677-4E81-AAAA-4C8B5019D8DA
9755,L96738,L96738-7980E6BB-86C5-4A41-9DAC-BF85DAAF8B40
9756,L96739,L96739-3B525484-BAAC-4A1F-AE04-B7E91AB1FE79
9757,L96740,L96740-7338510E-5014-469A-B928-2579A2D011E0
9758,L96741,L96741-3156558A-E26A-4A0D-BE96-3BC43B541EA7
9759,L96742,L96742-9968FEF5-2906-40C4-8A99-D9E0843B4873
9760,L96743,L96743-DF6970B1-254F-4A1E-9B5B-31DA4DDC98A1
9761,L96744,L96744-A49765F5-9174-4547-B7E7-280FDB2EEB4D
9762,L96745,L96745-8BC422D1-3B36-42F0-AE68-D490F57B1780
9763,L96746,L96746-8B30E0AC-81CC-4DEE-99E5-E6E7C5C39566
9764,L96747,L96747-C2E86A79-74A3-4C43-A186-1FE58B5C4762
9765,L96748,L96748-BD74F7BB-EF37-4B7D-BC1E-29AAF606D9AE
9766,L96749,L96749-D48A43C4-1394-4C9E-99A6-DF4D83701C30
9767,L96750,L96750-5FDB8F8B-E79B-41EB-8E51-96DA6B03AD5E
9768,L96751,L96751-9701CF23-CB73-4D62-9F88-1DB6B602DA55
9769,L96752,L96752-D640E127-25AF-42D6-88CD-B9D8AB16D627
9770,L96753,L96753-AA2815EF-A137-4810-A17D-D80FFE8E2BC0
9771,L96754,L96754-AE42B8AC-FAE2-4402-87CB-37C6B618C1AE
9772,L96755,L96755-12D4FA2E-DACC-4C88-94C9-CB28DF365C40
9773,L96756,L96756-BD3F483B-612C-492F-ABAA-492E5677494B
9774,L96757,L96757-81FB225A-92DE-4330-9F83-3DD05C76AA58
9775,L96758,L96758-22513B4C-66A8-4878-B025-01859BFFCD1C
9776,L96759,L96759-82BAC72E-9793-4AA3-A167-F5DFEEC14C08
9777,L96760,L96760-49102913-7E97-4957-8E04-A35B3BEF7EA5
9778,L96761,L96761-7BCB88BC-488A-42E3-804A-0C2F97589999
9779,L96762,L96762-976E104C-077D-4A83-A4D3-FD7B6B3FA5D2
9780,L96763,L96763-A478AA69-8F8F-41CE-8AE6-5E42E18C766E
9781,L96764,L96764-9C538423-CAE6-4133-821D-0A7DC275BD25
9782,L96765,L96765-F8CBF733-7D7F-4941-9376-ED68204CB2F7
9783,L96766,L96766-CA719F06-B430-46CA-8727-04ACDC295489
9784,L96767,L96767-4BF42806-3774-418B-A79E-67EBBEC19C53
9785,L96768,L96768-05C6028B-37CE-4D8F-AF21-B2BF08698865
9786,L96769,L96769-6468CA21-A604-4D8D-9F22-22D4E87001C9
9787,L96770,L96770-520E4E12-F3EB-42FD-9A8B-96C2F0ADBA6A
9788,L96771,L96771-3D13B649-60F8-4752-8179-8DCCA109CD73
9789,L96772,L96772-F73DD22E-DDBF-4BB2-A966-3435D910D002
9790,L96773,L96773-2C4E680F-1F09-4A13-8896-C7BD7460A632
9791,L96774,L96774-254BBB01-8063-4A92-B98A-575C29254174
9792,L96775,L96775-61D2D626-25B7-4D7B-8A7F-5928EAF71811
9793,L96776,L96776-2A8BCAB3-8649-4523-8516-DA3E3B32B464
9794,L96777,L96777-A8E5432A-E150-4EA2-A802-3781484D619A
9795,L96778,L96778-B4F8BF62-D78E-44D6-AA4F-C31F41304997
9796,L96779,L96779-96E48073-F9A8-4789-A5A8-15D1BD7D9C5C
9797,L96780,L96780-6AD613D1-0CFE-40D6-996F-4BAB61E62A85
9798,L96781,L96781-9CE86479-F226-4D0B-AC74-A1387B887FC1
9799,L96782,L96782-50A09A24-7DA0-4C05-BDE3-16E0E376557B
9800,L96783,L96783-F82A0366-9C9A-43C2-842D-5037AFC15F06
9801,L96784,L96784-BEE4A44E-9B33-4F87-B9F2-19C27898558F
9802,L96785,L96785-2827360F-B261-494D-A2FF-7CF479062908
9803,L96786,L96786-0EEDD259-8C1B-463E-B1E0-E2533988FD5D
9804,L96787,L96787-7C7A707E-3D94-4C68-8F60-350FCFF254B1
9805,L96788,L96788-96E56115-B374-4E94-A767-18ACE368BA0C
9806,L96789,L96789-EE74A22A-F831-4ED7-A7FB-800D2159735B
9807,L96790,L96790-1F36EC4C-E9E1-4600-9CEB-CBB571DE6DE2
9808,L96791,L96791-A17B2FE3-1EC6-46FE-9C29-14EFC716D65B
9809,L96792,L96792-91EE1BDD-8051-40D9-B545-A288D94FA5C7
9810,L96793,L96793-82B5AC7C-317A-49E4-B1F9-1EE8EAC0F0BC
9811,L96794,L96794-D69640B9-DB0A-4792-9BBB-FC8B52706E2E
9812,L96795,L96795-1A0EA535-9E9D-47BE-84BD-B0134A8D7486
9813,L96796,L96796-957C69CE-8DB5-4C4A-B38F-8E8DACFCCA58
9814,L96797,L96797-49E4FA36-9328-4F51-A8F4-D042C8E4C435
9815,L96798,L96798-64D8219F-6EBC-4E8D-ADB9-DEDC83A3A8AF
9816,L96799,L96799-6BB6E7A1-501A-4C4B-AFC0-1F41D55675BF
9817,L96800,L96800-79FAF113-B7EC-403B-95CF-D240667F8AC3
9818,L96801,L96801-B1E17836-BAAD-49A9-83AA-A1573B5869B4
9819,L96802,L96802-8AC84656-6C23-4C00-98AE-9116635DEA39
9820,L96803,L96803-494B5C94-911A-4B4B-9DDE-DDA43425C391
9821,L96804,L96804-7078340B-D69D-490D-A471-23543A56F190
9822,L96805,L96805-B7C3BCC1-1BF8-4C36-B28A-B6D64124AEE4
9823,L96806,L96806-42A8FE98-64DE-49A0-87D5-FEC33FB56EAB
9824,L96807,L96807-D242EC4E-276F-4420-90C3-4E0D5CED0D7D
9825,L96808,L96808-2DB4F609-9607-441F-8B55-5DB82A788EC8
9826,L96809,L96809-3EA5A223-63AC-4063-A13E-0710F873EDC5
9827,L96810,L96810-99980D42-A244-4345-97C0-572DA0EEE92F
9828,L96811,L96811-39B54489-93D2-4B88-AFDD-B88058F1D095
9829,L96812,L96812-6A3D19FF-9BBC-49D3-8962-685A9A38544E
9830,L96813,L96813-596321A1-C817-490D-94A1-885BF31085DA
9831,L96814,L96814-CFD9B45F-508D-48F9-8008-544C34AD907B
9832,L96815,L96815-D7436504-75A0-45DD-BE2E-2D7C61E79413
9833,L96816,L96816-E2390C2B-4A37-4824-AD28-2A5C8F427E11
9834,L96817,L96817-7740A040-DC1C-46E4-A0AC-F61ADB96DFD2
9835,L96818,L96818-6F70C54F-B0F1-424D-AFD9-A9FC705FEE3E
9836,L96819,L96819-B1FFEAB5-5EF3-42E5-8EA6-F265464EEFBB
9837,L96820,L96820-C1975357-36C1-4721-ACFE-1E7810867D24
9838,L96821,L96821-AAE3389E-1B54-486F-8BAB-1C3DCC7AB4D3
9839,L96822,L96822-ABC31C45-60BE-4FFA-A047-B4D9EBD72A4E
9840,L96823,L96823-5D2F256D-260B-48A0-B009-B784B4373D4D
9841,L96824,L96824-A4CCE986-3D51-4A31-AB75-AB7A09EE7538
9842,L96825,L96825-532CFCC1-B535-4EE5-BC4E-04B8959B6634
9843,L96826,L96826-0EF956CC-6FB6-46A9-BE1D-3D73043B25CF
9844,L96827,L96827-6D9989EE-717B-4FAA-B17E-4677F562EE16
9845,L96828,L96828-9A5BA5E9-94DC-45B6-906F-941D2FB7EC1D
9846,L96829,L96829-CC956B48-19DE-4C81-8ECD-616C8F66B77B
9847,L96830,L96830-565C5A45-C01D-43D8-B563-897035A359E6
9848,L96831,L96831-614A877D-5DC0-4CDC-A5C0-57B2BBBA83DD
9849,L96832,L96832-36BDE27A-5CBF-49AB-BB96-1C78BFC28D52
9850,L96833,L96833-00C438EE-FFCF-4FED-928F-FD6FAC6B24CF
9851,L96834,L96834-3BCA5618-421A-44CF-AC62-6460AFCE41AB
9852,L96835,L96835-A9C0FE0F-48CA-42A9-9534-A756C6D9FECD
9853,L96836,L96836-9790B2F0-8BF2-4A2C-AA7A-6F08A37CE0CD
9854,L96837,L96837-0A2D9F47-CA38-41BE-8287-FB93805F7453
9855,L96838,L96838-8E304024-707D-4D67-AB03-55CFACC996E3
9856,L96839,L96839-36BA4AED-437F-4B46-970A-5A9217793046
9857,L96840,L96840-90AE22BB-8D12-40C0-B2D4-BFBF4ABB1478
9858,L96841,L96841-FD816DA2-53C2-45CA-98BA-E2DE09CFCB22
9859,L96842,L96842-A565B948-D30A-4D8B-A0AD-0D493B72294F
9860,L96843,L96843-8106DD4B-A113-49DB-9EFE-00F78CAD6908
9861,L96844,L96844-27D3458B-E923-42D6-99D4-86FB4D3153D4
9862,L96845,L96845-C699FF33-8D6B-4E52-8528-97DCB613B7F0
9863,L96846,L96846-95E97A2E-E169-486B-8590-50DAE9838B00
9864,L96847,L96847-A0150E9C-E135-4F0D-84AE-33BA80B56303
9865,L96848,L96848-7D3FF4E2-DFDF-49B8-89D1-89D5F4F4F0F8
9866,L96849,L96849-C121FF8C-B9BE-439E-BB57-623911483A7B
9867,L96850,L96850-3023B0F1-407B-4746-A5C7-561FCF599C1E
9868,L96851,L96851-E95C8408-E244-4BDD-A92A-E9AB5612BB13
9869,L96852,L96852-BBBBAE61-61CE-406F-A4A8-E3C7770A3B3E
9870,L96853,L96853-55E07342-9D3F-4A89-A47A-BF8E487B190B
9871,L96854,L96854-BA146E4E-ABF9-4A56-A3FB-CA524677CC4D
9872,L96855,L96855-976432BC-3819-45AC-881E-F47F459048B1
9873,L96856,L96856-527A6F0D-1A1D-42E0-B4A6-9B98D4D8CBC5
9874,L96857,L96857-28DBD420-58B1-4D07-AC50-FCDCFE735EC6
9875,L96858,L96858-F96135AA-E02F-4636-ADF5-9B0E6E708A38
9876,L96859,L96859-3CAC8FDD-D06D-4F67-A311-0B920B8AE6E1
9877,L96860,L96860-D161107C-C858-43F4-BE8A-47EC9734EC01
9878,L96861,L96861-7BB51A30-BF12-4B94-97A5-FEF32DC9AD41
9879,L96862,L96862-EA2A8E5F-0E2C-44D5-8D46-D476042D81D2
9880,L96863,L96863-864CEB94-7434-4AE9-A774-C86F0393203D
9881,L96864,L96864-8FDFE6F8-EB0B-4C2B-837F-DA67C586374B
9882,L96865,L96865-EB5639D7-D941-4E32-AAB8-D71A738B8BEA
9883,L96866,L96866-7964BD93-873D-4990-9C17-B08D395AE31C
9884,L96867,L96867-18991A10-3150-4F02-85E6-1B19A784DE2A
9885,L96868,L96868-C69DAA1F-1514-4F8E-9F06-906A04061A1C
9886,L96869,L96869-8509BC03-42DE-4575-8F05-2F50A6B42483
9887,L96870,L96870-419D07D2-183B-4C65-AC26-22B2E5EC699B
9888,L96871,L96871-73620E37-7A4B-4AF0-9538-4CE02032B98A
9889,L96872,L96872-184FB7FB-F173-4E52-ACEF-3D33CD55B837
9890,L96873,L96873-766E01B8-12A6-4A2E-8618-B9FEC863F18A
9891,L96874,L96874-124B8276-DF5E-4E07-8E4B-B6828929A847
9892,L96875,L96875-57A9C5B2-1EBD-46E7-882F-C2D5A4349C84
9893,L96876,L96876-42F8C360-5C7C-487F-BCFD-33C8A998BE16
9894,L96877,L96877-21EF8D66-873A-4E13-8D89-5EE3548E4288
9895,L96878,L96878-38AED45D-E349-4DA9-8899-F0809B262B71
9896,L96879,L96879-2CA16CBE-1A8A-4EA5-8739-393DC39F053A
9897,L96880,L96880-F97FD27E-EA57-4E5D-B888-4F217E78D1C9
9898,L96881,L96881-81D5B1D1-165E-4741-A843-214BA1A4DC42
9899,L96882,L96882-8E469C3F-18CC-404F-8F49-898C2321D9C4
9900,L96883,L96883-E3473B02-3128-4BB1-9D78-CAC9DC070563
9901,L96884,L96884-30A123FA-3832-4157-9666-1151BC07FDD6
9902,L96885,L96885-D26695AF-C7A7-4AD9-8BBB-7E52A1963F14
9903,L96886,L96886-9962A16B-039A-42B9-B066-73B053653B36
9904,L96887,L96887-81BB0177-B8D0-458E-B31F-6E29CE44F0B7
9905,L96888,L96888-1D3B6C74-7C51-40AC-8D2A-FCB5F4849E8D
9906,L96889,L96889-C0226158-50B3-489C-9EC3-D870A2C2938D
9907,L96890,L96890-98A9993F-8E25-4963-A6BE-A448A7DDC76A
9908,L96891,L96891-A109753B-D678-4724-8CFC-D7BED157C371
9909,L96892,L96892-95ECF2E0-A89E-4486-AE11-852FB317E12E
9910,L96893,L96893-F5E7520A-50C3-4C5D-9B13-EC151732F866
9911,L96894,L96894-73B8BDAF-86E4-4D42-ABC6-50724957BC02
9912,L96895,L96895-CAC54B41-B327-435C-813E-D5DF99648188
9913,L96896,L96896-76741E6F-3A79-46A8-A838-6DE779EB18C7
9914,L96897,L96897-5B6B1C5B-AAB9-48A3-8A92-D58D8433D4B0
9915,L96898,L96898-A1A5A5D2-1252-4111-96BD-65C38EFB6CE5
9916,L96899,L96899-E68EE1D0-CB3D-4902-8228-D24A0B35A740
9917,L96900,L96900-BF1F6396-64C0-415E-91AB-197C56489691
9918,L96901,L96901-5AD09E08-2637-47F8-8578-7229EB762361
9919,L96902,L96902-9678F399-1AFE-48AE-BF5F-871631DF846F
9920,L96903,L96903-9E66A7FE-21E8-41F0-B5E0-DDBCB86BCBF8
9921,L96904,L96904-00F9C224-9006-473F-8A57-B10A6CDEE19B
9922,L96905,L96905-88C5A031-BEA2-453C-98C5-C0B3AADDF1E1
9923,L96906,L96906-9919D3DF-7563-4E15-B701-2D42660025AF
9924,L96907,L96907-FB4B6C14-6F04-4630-B75D-98EEC1C727B7
9925,L96908,L96908-C4E69834-41FE-4F0F-8107-5B1F27D3A7CD
9926,L96909,L96909-D5BEE270-2B6E-40A7-AD09-7ECEDB4E04BE
9927,L96910,L96910-48EBC3AA-A411-4CBD-824C-A0A270430F9B
9928,L96911,L96911-BC422D34-AF91-491F-82FA-3905879D32E2
9929,L96912,L96912-857D9E4B-8C22-45C6-B815-2756B45E47DD
9930,L96913,L96913-DB33BBAC-B50B-480A-923D-E8ED85F23B21
9931,L96914,L96914-51D61F15-93AB-44CC-985D-1FAB3535A0FC
9932,L96915,L96915-5193ABE0-130B-4094-8D4E-94663BC9BC5C
9933,L96916,L96916-BBA9911D-D253-42A6-9B5C-8D1CB91FFF92
9934,L96917,L96917-F1AAE254-A066-4DDF-8259-F8A49374091B
9935,L96918,L96918-2EAF9F6D-7BFF-447B-8C7B-05F7F3C834E3
9936,L96919,L96919-7C04E3F5-A751-43B7-9FD6-72103ADFF540
9937,L96920,L96920-EA1DA015-F9BB-4D4B-9EBB-3FB3E05C2B59
9938,L96921,L96921-411F4701-AF27-4FB1-A1C0-2A372F9C9225
9939,L96922,L96922-0B3FF392-9866-4E2F-9170-D692EDAE8954
9940,L96923,L96923-293858DF-3406-40E8-9415-55DB99261FF8
9941,L96924,L96924-4318B780-E23F-4879-A5E1-CE02E531E3D1
9942,L96925,L96925-96DE94EB-CB0A-4A82-8262-C691FF2E9AA6
9943,L96926,L96926-C26D37ED-3F6E-4651-9C37-BF95F14F61A9
9944,L96927,L96927-82D6F5B2-49C5-444D-B193-FB4A53103851
9945,L96928,L96928-799B0909-9ABB-4134-B17C-E73B926465AE
