source_id,wikibase_lexeme,p6st
9946,L96929,L96929-26474DA7-98E2-44B6-BA2F-5907BB2F5B73
9947,L96930,L96930-8B7C02DB-2C42-40A1-B030-8FC89A21A1A4
9948,L96931,L96931-D5065863-208B-48BF-8A96-76971009B7AE
9949,L96932,L96932-40A8A351-186B-4DE5-BF14-4F8868DF9B99
9950,L96933,L96933-2C9601EB-326F-4E62-8CF0-610ADB5A7203
9951,L96934,L96934-519704A4-C0FC-4C97-8960-D2E0CE19F753
9952,L96935,L96935-C9BB53FF-D745-477F-9A20-CF6FF1E20571
9953,L96936,L96936-23F0387D-2B73-4F51-B8EB-46DC5F126819
9954,L96937,L96937-E36BF3BF-9C7E-4DF3-9006-BF0DAB38BEDA
9955,L96938,L96938-B1011C1D-95C2-464A-A55A-BF4A5FA5E327
9956,L96939,L96939-19C23C08-6784-462F-A41A-8DA9DF843C21
9957,L96940,L96940-D2A13395-1263-42B0-8095-503D8B0C43CD
9958,L96941,L96941-07D0E8E9-416E-4DA6-9E6F-303B21CC8F80
9959,L96942,L96942-1C12D7A9-8299-430A-9F07-823B2ED21FA3
9960,L96943,L96943-1701CD3F-EB89-46C7-BDB6-D312C992E1BA
9961,L96944,L96944-9D3415AC-43CE-43FD-AFB3-FDAFBD0F5427
9962,L96945,L96945-1B7B0C03-6F8B-46B0-96B4-1BFB7F79CBC5
9963,L96946,L96946-3E005BFB-F71B-48C6-AB28-222223D038F1
9964,L96947,L96947-177F114D-AD41-4335-A231-665DA8CD0594
9965,L96948,L96948-508927BF-E02E-4251-B3FB-97722603AD82
9966,L96949,L96949-F9AEB5C2-61CE-4DBD-9216-DEB0B41F5E7C
9967,L96950,L96950-736F12CD-1551-4477-A2B2-3190CF6A0CB5
9968,L96951,L96951-FDBB9B70-3CE8-436D-A72A-A3F02C51CF82
9969,L96952,L96952-BF5021C1-347A-47F0-8EEA-7149C1ECAAE7
9970,L96953,L96953-A06CE699-5004-48C9-B918-715712BED89B
9971,L96954,L96954-15F3F256-0183-45E9-B914-C1AF1031F57E
9972,L96955,L96955-3D803F64-E0E5-44FB-B554-1D59C9463FD2
9973,L96956,L96956-A2B4953F-141F-42C8-A733-B85BF1E35384
9974,L96957,L96957-6AE8C2B1-C5DC-494F-8B28-AA9C92C9BF1A
9975,L96958,L96958-06F13ACB-EE0E-4486-B02B-A514956D7359
9976,L96959,L96959-E7E01EEA-F663-484C-B9C2-5115AB113917
9977,L96960,L96960-47274F2A-E205-4540-963D-C1A31C4B50D9
9978,L96961,L96961-D61CCB8A-ADD7-460C-8544-B10A4A6ECA6A
9979,L96962,L96962-E81AE87E-9A89-473C-9C93-AABCA58C7B72
9980,L96963,L96963-AEBEB21D-236D-4876-AE25-A8AB75141637
9981,L96964,L96964-F492E6D1-0D62-48EF-B89F-70A69079B66B
9982,L96965,L96965-4208695B-29C0-472F-8DFB-0A1709EEFD1D
9983,L96966,L96966-309BF557-678B-4467-B4D2-0920C85B1C5C
9984,L96967,L96967-90BEFED0-9357-43CB-89B1-72CC16058EFA
9985,L96968,L96968-122C2317-BA88-4A53-BA9E-E5409EDDF79F
9986,L96969,L96969-6CCB3766-828B-4598-8619-ED0FB2368DD4
9987,L96970,L96970-30D58FBC-C6B8-43F6-8936-F032CEC9AC58
9988,L96971,L96971-312DB680-C98D-41EB-8B3C-0D2E5CB942AA
9989,L96972,L96972-AD8891EB-3020-4E11-95E8-DC48512E2E51
9990,L96973,L96973-DA73C8D4-A00C-408C-9870-3E2C00363B49
9991,L96974,L96974-8919846B-9768-447C-99A1-549873779B08
9992,L96975,L96975-A974430E-496E-4EA3-A1FB-43CDE6370C0D
9993,L96976,L96976-28464A96-9D31-4D23-A9FD-923EC0664517
9994,L96977,L96977-48AC7F8B-0B71-477C-A9DB-BAC9EDBC596B
9995,L96978,L96978-03FC35E4-ED5F-47A5-9263-0A5C9FADF7C3
9996,L96979,L96979-E60D4904-7162-4598-BF1E-86CAB967173E
9997,L96980,L96980-10803799-713E-4209-8347-07B435EA8E60
9998,L96981,L96981-6BB47E79-4FFA-4FA5-BA3B-0365E3588B34
9999,L96982,L96982-01617ECF-E07A-4E6F-9209-3F2B7083E88A
10000,L96983,L96983-C813140F-B465-4B5B-B8FF-3556DC685A88
10001,L96984,L96984-6292B023-0E67-4073-B496-5ACC01985DFE
10002,L96985,L96985-B33C1026-DFD6-43D7-A9AF-F4161137AACC
10003,L96986,L96986-A2927A11-C51E-4B4C-AEFB-9DF0A46D92E3
10004,L96987,L96987-1B650EC5-2D3F-4CF0-B46B-41E8D1C67169
10005,L96988,L96988-38920ADA-4F58-4361-9DED-A2CC882DC4F9
10006,L96989,L96989-9CB027F1-A0F8-40D2-A9B2-D1AE952F7BE2
10007,L96990,L96990-D7ECFA43-6836-4ECC-83EF-28C3D9788ADD
10008,L96991,L96991-4BE646BC-5DF7-4D72-ABC0-20B484186F33
10009,L96992,L96992-DE7C30C4-7039-4E83-ADA1-66998C870090
10010,L96993,L96993-15EA4568-498F-4EB8-B3C9-FA4A3A81C948
10011,L96994,L96994-3C6FB196-386F-4129-8AD3-C942876F95CA
10012,L96995,L96995-155B4E95-6F76-4282-9DD3-0D275CB5E007
10013,L96996,L96996-CF0E3FFA-8D2F-432B-B31E-6E049CF8FC2A
10014,L96997,L96997-37F58DA6-9EEC-4A62-ABDF-87E6300F0246
10015,L96998,L96998-F980D563-5833-4143-89E0-5D030703DBE3
10016,L96999,L96999-20F03D20-FD7D-47C2-A500-5FCF5870B582
10017,L97000,L97000-E3807317-0589-4564-88E0-6929705982AB
10018,L97001,L97001-CD16BE62-091F-413E-9A80-0B46E2FF67A4
10019,L97002,L97002-F2E54644-D6C5-4EF8-919C-5F0A3CBA718C
10020,L97003,L97003-97069F3A-3030-43B9-BCBF-321C83AC8F28
10021,L97004,L97004-274A12FE-DFBC-468C-8549-6D80DBD1D443
10022,L97005,L97005-DDE7B108-B7A3-4029-B394-C6D4FDF9DC60
10023,L97006,L97006-62D3749F-7B22-4CE8-8B6B-85D51C288D7F
10024,L97007,L97007-6A1D03B4-7540-4940-881A-D8A8FEA9254E
10025,L97008,L97008-33B25ECE-EECB-4AE7-8A4C-ADA83B8BF63F
10026,L97009,L97009-7B230230-E8D7-43C0-A9D5-2264698188F2
10027,L97010,L97010-A5A466F2-2245-478E-881D-39136B0EB225
10028,L97011,L97011-3363214D-44AE-4412-88E2-A3F5BCB4DE32
10029,L97012,L97012-527C3BC3-C0BF-4F33-8543-799070498B12
10030,L97013,L97013-E8FA5075-0641-4074-A121-5A674D09A7BA
10031,L97014,L97014-9602020D-088E-4648-9627-C884793EED75
10032,L97015,L97015-D25D419F-8907-4C97-B49F-6D417292AA72
10033,L97016,L97016-27670653-F4A7-4CAA-A085-B6F6835C8A3E
10034,L97017,L97017-DEE417CD-8CE8-48D9-9D31-AA3949AE936F
10035,L97018,L97018-49BDAF41-FCCD-49D9-9AC1-2EF0C2AC0478
10036,L97019,L97019-B9BDFE08-F0AB-4F7F-9A68-F13D5AB21916
10037,L97020,L97020-C5EAD3C4-7EE0-41C7-9A55-CF67DAD395F0
10038,L97021,L97021-5B44B68F-98F7-4DA3-A1E0-8E5726EDEF41
10039,L97022,L97022-79F1C93E-8329-4805-AC9E-8EB88E6E20EC
10040,L97023,L97023-16691264-E3DA-4B19-9DF4-D4FDAF8196FC
10041,L97024,L97024-46CC69C1-9AB8-4A93-952A-5745D213D398
10042,L97025,L97025-52AF2B2F-E4AA-4101-A703-EB3F13AEF927
10043,L97026,L97026-6BFBED0E-950C-49AE-BF4B-EE374DF62B0B
10044,L97027,L97027-32996EFF-AFDF-47D8-83E1-DB38FB65D7C2
10045,L97028,L97028-32681B56-2F43-4D19-AEFC-0B81828ACA64
10046,L97029,L97029-811FF2AB-5B41-4DA7-A5E2-BDD284F26F1F
10047,L97030,L97030-3B2C13CA-114D-4AF6-B9B8-682F63377632
10048,L97031,L97031-188B23CE-F2AB-4708-B58B-719D410165CF
10049,L97032,L97032-95CAD157-B83D-4C6D-96C2-5AC2B3735A53
10050,L97033,L97033-F50C66F0-00A3-424A-8BD3-EDD406D636ED
10051,L97034,L97034-C7D31024-841C-449C-A94D-CFEB064B219A
10052,L97035,L97035-F974B81D-AC17-4409-9E46-B968515A9E3D
10053,L97036,L97036-20071D04-C19F-4AF2-AC73-F5477FC89E31
10054,L97037,L97037-7B07D291-7E9C-4379-9FE5-39643548C488
10055,L97038,L97038-BA1851CF-8BFB-4912-AB50-3D9DF8760E23
10056,L97039,L97039-5DDFC932-C820-4052-B211-7064710D0562
10057,L97040,L97040-A5DAB23A-54EF-41B1-8230-1E90897AB6D2
10058,L97041,L97041-F7481F6F-B874-406D-91C8-98787E479C8C
10059,L97042,L97042-6BBB92CB-FBA0-4E7E-B29C-29C4BB6F7E8A
10060,L97043,L97043-8020F0F2-03A2-4363-BB76-A37C95963B29
10061,L97044,L97044-01701722-948B-4721-AA9C-B07489DBB6D4
10062,L97045,L97045-CA92CFF1-3BEB-4257-B737-FB6DE230DBB4
10063,L97046,L97046-913C5BC9-8EAD-474C-AD2B-00C7F3F0FC0B
10064,L97047,L97047-12834365-802B-45B0-AA63-C50F69C87F3C
10065,L97048,L97048-FAE30702-DEEA-46A2-9893-5A44C7EEBB4C
10066,L97049,L97049-228577C0-BC4E-4B88-AF6F-EFAB7A7612AB
10067,L97050,L97050-BFB1DD3A-3122-494F-87D7-48F3EDF756BC
10068,L97051,L97051-45053A50-2E0A-4949-A011-472476ABEABA
10069,L97052,L97052-4C71F72E-1244-4032-81EA-9D53529CA0CB
10070,L97053,L97053-01385C51-F6D7-4601-85D2-0EDF1ACBE69B
10071,L97054,L97054-25A88994-5316-4EC2-806B-9279C49CCDE9
10072,L97055,L97055-B31DF5A1-D552-440B-8021-F2A5DBCEB99D
10073,L97056,L97056-3F569971-B0E1-4625-BA28-F38AA5855967
10074,L97057,L97057-4C508C17-964B-4104-B0B9-6B76E800CBA3
10075,L97058,L97058-C4DA9DDD-5D92-441C-A058-03AFBE9744CE
10076,L97059,L97059-50EBF3B6-DFC7-41DB-BF61-10893A862990
10077,L97060,L97060-7D8C4777-C0CD-40BF-96DA-7B1E6C4812AA
10078,L97061,L97061-4200128F-63AC-4F2C-9C3E-539E11904BC6
10079,L97062,L97062-F38F6266-E9DA-4E28-B284-C659E4AF1C7F
10080,L97063,L97063-5780E71E-5810-4F5D-84F4-64AB158A73AE
10081,L97064,L97064-226631CC-0CD0-453F-B549-39CB73736F2E
10082,L97065,L97065-949636B2-EB00-4980-8A07-86352A3B0305
10083,L97066,L97066-3414924D-5635-47ED-B76B-DF5F63462792
10084,L97067,L97067-4ADD37D1-8073-45DA-B57E-C37D7E6DBBD6
10085,L97068,L97068-D2393ED7-01F1-4AFA-9F0C-2FE30B41FC35
10086,L97069,L97069-C0B1A650-E61A-4C87-9D29-DF314E09FC49
10087,L97070,L97070-87E35052-F649-48D7-B165-3261B5393F15
10088,L97071,L97071-AF313FA4-6363-4DDC-8541-127EF17C79B9
10089,L97072,L97072-B4DC231F-9E7E-4B2A-A4D1-E73EBA327FC0
10090,L97073,L97073-F787B9FB-B22D-4139-AA98-66B791CA073D
10091,L97074,L97074-AC2AFD19-F0FC-41BC-9858-95CCC6F48562
10092,L97075,L97075-20E20ABD-1E94-463D-BD3F-C14AF0C7E077
10093,L97076,L97076-03C56C03-364B-4E2D-849E-1143484C2E94
10094,L97077,L97077-31989F5F-6C40-48AA-AF36-C51C7E76AC51
10095,L97078,L97078-28A9ACB0-1E24-4CBE-8513-D946B020548C
10096,L97079,L97079-571509CF-05BF-4B6B-B834-A57C6809F300
10097,L97080,L97080-4B978208-89CF-4038-A5CF-2B2C4BFE86BD
10098,L97081,L97081-4A72302E-DEE8-4158-8B31-E8FA3D6FAD9C
10099,L97082,L97082-E1D27AF0-69F2-475D-B370-68A37E9958E9
10100,L97083,L97083-EBF64983-81C1-488C-876B-AEC1DD1FC336
10101,L97084,L97084-6A6A56A4-8691-4776-823E-EF09FECB8720
10102,L97085,L97085-A8D2D678-F509-49CD-9826-329655F6FAC8
10103,L97086,L97086-56034D7E-8FE5-4F03-8FC3-E8FD9545860D
10104,L97087,L97087-AF83D74A-BE6F-4ED2-AFC9-5573FF8FF247
10105,L97088,L97088-50B4CD87-4447-41A6-91A9-26C73E877AB3
10106,L97089,L97089-145DA30B-6B4B-4397-BFEE-222DCCEC542F
10107,L97090,L97090-61DFF706-9A9E-4596-B36D-BF642BB4AD9F
10108,L97091,L97091-0151B332-A80A-4959-A2C8-C9026C077255
10109,L97092,L97092-99ACBA28-A389-4775-A805-76F8E360E97E
10110,L97093,L97093-55C37A0A-F6E6-41D2-B9F2-2AA6C38558C9
10111,L97094,L97094-D3D5C380-3C51-4BE7-82A9-C59863A8EEF6
10112,L97095,L97095-27A1BE7D-6B00-44FB-ABD8-6AF6D9AF2D4F
10113,L97096,L97096-BF05AE5E-2F1E-48CF-864F-DBB7BBE11CAA
10114,L97097,L97097-5DDC697A-C419-4219-81EC-15F4B8D059F0
10115,L97098,L97098-29CB62E7-A7D9-49E6-96B8-1F2EC425A1D6
10116,L97099,L97099-7B865FD3-E62A-4C84-A844-3DA7AED331E7
10117,L97100,L97100-77AAB7D0-6BE1-446C-82E2-B32FB2617C43
10118,L97101,L97101-F65F1616-00D7-4829-B13A-E2BEF7391E00
10119,L97102,L97102-E0229594-AD86-4052-928B-14A3DC259F7B
10120,L97103,L97103-152D9603-817B-4DB5-9423-A542DC0A0254
10121,L97104,L97104-D8523040-E705-4D0D-90A5-841B5518CB3C
10122,L97105,L97105-8CE4D654-9D12-4945-8ECE-E769F3F6F7DE
10123,L97106,L97106-165B1121-C023-4B6F-95E6-9E32B26A2658
10124,L97107,L97107-3C28A41D-3F10-4E24-BF13-AFC374E10E0E
10125,L97108,L97108-9F3E0150-D730-41CC-91E9-3F5213A209C8
10126,L97109,L97109-084C78C8-3A9A-4351-AADA-1D561B13B4A9
10127,L97110,L97110-F0DD2FDB-B6A4-4FFC-9E8E-4977B4408BD7
10128,L97111,L97111-02FEAE73-3E1C-4AD1-837B-DC06D2C01DF1
10129,L97112,L97112-A64997E8-9AED-417B-B811-166B3DB97CAD
10130,L97113,L97113-5FB88D73-C525-42C6-8CE7-E6F4E81C1FF0
10131,L97114,L97114-18A3169C-63F9-427A-A034-B25E4AC151A6
10132,L97115,L97115-C55CFFAB-9AA0-48FE-BE19-0CF4AF8F7199
10133,L97116,L97116-E6298810-FA82-4656-99EE-0828D0540212
10134,L97117,L97117-79375486-A199-47BE-A2B4-4667FBD0A115
10135,L97118,L97118-7A381760-70BA-4949-8D72-506CCC1455EA
10136,L97119,L97119-5B3D49C8-FB07-46A5-9E90-1F0ACF566004
10137,L97120,L97120-1ADC40D8-709A-4027-B0DE-96261FB7859B
10138,L97121,L97121-FB8B4FC1-39B1-4084-B159-FE0F32A30EEB
10139,L97122,L97122-B6724688-BA9A-4885-A4B6-717573B15249
10140,L97123,L97123-23F4E76A-6D5D-478B-A204-463D2711730A
10141,L97124,L97124-7DE72DDB-FD9E-40C3-9112-239A81692A5E
10142,L97125,L97125-A6F07693-CB41-494A-95F4-0CA2F86AEDDE
10143,L97126,L97126-E42B7F01-7503-4028-B6F0-CBB0B8A9CF67
10144,L97127,L97127-32970CD2-F44D-4075-A2E5-61C46241E371
10145,L97128,L97128-B8A1AAE1-5DED-4F95-AF88-5175887D6478
10146,L97129,L97129-C1FEB4A2-10E9-4B84-909F-CACCFEF1465F
10147,L97130,L97130-EDB5A43E-0732-4B71-BA20-95CFDFCB94CE
10148,L97131,L97131-23F37192-0BFC-432F-B703-86764F4C3058
10149,L97132,L97132-B23D1F3F-80DD-4E77-8125-A9BEEB5A9635
10150,L97133,L97133-8919E72E-D641-4451-AF4D-B554E6C0EA0D
10151,L97134,L97134-78941FA2-A068-41D8-A0E2-362CA74F2AA5
10152,L97135,L97135-ACA5302C-8E4F-467E-9295-4187353991EF
10153,L97136,L97136-6E30DA39-DCF9-4B60-ADBB-7450315F8CFD
10154,L97137,L97137-87DDA76B-6EE2-4BF7-827E-DCE672AB2437
10155,L97138,L97138-4905BED6-4C45-4A6A-AF01-724AAEA224E7
10156,L97139,L97139-31921FCF-71E6-4180-98C0-E74B344CB8C6
10157,L97140,L97140-AA54D796-9748-487C-8274-045274E38710
10158,L97141,L97141-C87EDD78-237C-4E74-AA41-88FDE13DE6B3
10159,L97142,L97142-15507493-175F-4B45-894E-4B7DECD935EB
10160,L97143,L97143-5417B809-83AA-4774-B5AB-36D833537C89
10161,L97144,L97144-7BBF2C3D-052F-468A-BC9E-D9758B9F59F9
10162,L97145,L97145-568DCDCE-0719-49D2-A616-852DC1B330DE
10163,L97146,L97146-DE411382-857D-4A1B-A817-6D9D2A07FA31
10164,L97147,L97147-D6438E5D-28B9-4322-A8B8-DE0DAA30D1A9
10165,L97148,L97148-48BD91F1-3922-4294-B1CE-BF1F57A76BD8
10166,L97149,L97149-015D8D02-317E-4C2D-A5B9-EEBE3C5FB226
10167,L97150,L97150-97D06FFF-4A49-4BF5-880A-834EA7374AFA
10168,L97151,L97151-F5B6A914-A013-49A8-899D-DFC4F62385E0
10169,L97152,L97152-BCCAF2B8-44A8-427C-A56C-0990020607A6
10170,L97153,L97153-E03E5638-6362-4E0C-872E-646300E897EF
10171,L97154,L97154-EEF663FB-B8E2-4805-BBD7-94059F3EF967
10172,L97155,L97155-60C68909-500B-4124-9C90-D45F762B4EB3
10173,L97156,L97156-DC3925A6-4747-4958-9755-9B333464FECF
10174,L97157,L97157-75B5FFE0-D622-4A8B-8603-40DC2C1C1C2D
10175,L97158,L97158-AA04CCD4-353D-46B0-A43E-FE5DBE24E675
10176,L97159,L97159-C854FF97-7F67-4E09-B3F4-E379BFFA0200
10177,L97160,L97160-8B05D86B-2A5B-43AC-8DBA-1F04EDF33BC3
10178,L97161,L97161-9C775CB4-FAE0-453A-8AF9-385B5CD7A1DB
10179,L97162,L97162-D74B466F-C0FA-4C05-931F-551C65077121
10180,L97163,L97163-ED91919E-181B-4254-859C-A9D8565A69D0
10181,L97164,L97164-1A3EBF45-E8C2-4FB4-A63F-6C0A6942A0D0
10182,L97165,L97165-50AF0AF0-7EDB-45E8-B519-9FE999AF95AF
10183,L97166,L97166-592588FC-8598-4E61-8F04-B7A9444DC15B
10184,L97167,L97167-883D0736-E304-4341-A5D7-259A800786A9
10185,L97168,L97168-A0A0B2B1-37E3-4EEE-B925-074A3136A910
10186,L97169,L97169-4EBEE98E-7670-40C4-A444-2A71A5D836C3
10187,L97170,L97170-4B948DB6-02C6-4FA1-AE72-22517E80F65F
10188,L97171,L97171-7ACF438B-1B90-4AA2-97D0-E6F2A2E81FD8
10189,L97172,L97172-78C0B524-EEBA-4BAF-B8F6-145265D6DE7B
10190,L97173,L97173-895EEA8E-2D9F-48F5-A069-F857DB8897C4
10191,L97174,L97174-92C9B1AD-0FF1-4434-B0F6-3D347E8255DE
10192,L97175,L97175-11062905-0310-4489-B06A-1A6B047679D4
10193,L97176,L97176-A1002008-0D7B-4C14-8629-D5FD4FA8AB02
10194,L97177,L97177-92E26CB0-8D33-4E97-B775-C56EC6EB202B
10195,L97178,L97178-C94A8CDB-0966-4078-A75D-43BEFBBA66B6
10196,L97179,L97179-AA34CA4E-5DF1-4085-BD34-76083FF2F96F
10197,L97180,L97180-C06AA0E3-9D60-47B2-8054-7B350DBC345D
10198,L97181,L97181-50E5A81D-45FE-4AF4-B5EE-8FD5C0B6A98C
10199,L97182,L97182-8CF34B2B-A386-4BE8-A783-C6ED5D1E7568
10200,L97183,L97183-66699B21-9EE1-416C-BD9D-63F0213A9C1F
10201,L97184,L97184-DB42422D-6360-4B80-A7E6-B5AA4DC75E9C
10202,L97185,L97185-3FBF6E47-F60F-4E45-99FA-F911814459A1
10203,L97186,L97186-36D53A0C-4F7A-4DA2-8265-AB22BB3BD9B3
10204,L97187,L97187-1D5D2710-F82B-4270-A0A8-048C8EE527F6
10205,L97188,L97188-0F9AA7AA-4D5F-49D0-A865-EDCE3A51C597
10206,L97189,L97189-4D98AA7F-647B-444F-8924-06431DAA6D6E
10207,L97190,L97190-A2AAD681-411D-47E4-98D0-EF3D976B4368
10208,L97191,L97191-6CD38D40-6554-44D8-868C-3B0E42E3B1A4
10209,L97192,L97192-AF50D05E-63F1-41F2-877B-5F64C0C40192
10210,L97193,L97193-F3BD8188-E718-4677-BEE8-768255FF50B5
10211,L97194,L97194-F7D9733F-7D34-42C1-859C-221E0E6D5592
10212,L97195,L97195-1A01AD5D-3B11-490C-8815-CB3BF5F54096
10213,L97196,L97196-4934B727-A014-45F5-A5D5-572FADD6056B
10214,L97197,L97197-BFF7D114-4EBE-474B-A688-1C09DCDD96FE
10215,L97198,L97198-B5D9A71A-FC75-4343-A115-45C14D53BC22
10216,L97199,L97199-9A7473C4-1018-46FA-BFE6-9C72197DE847
10217,L97200,L97200-A2FAA8D5-03A1-4D6A-B455-843D6FFDFE4C
10218,L97201,L97201-F9CC81CA-8280-4C84-B0E8-B75B51555877
10219,L97202,L97202-7E6C766D-6E7C-4320-B861-DC678D6EF6FB
10220,L97203,L97203-461CFB50-CE30-4636-A0F8-9FED238F72E4
10221,L97204,L97204-D589B76E-F47B-41C2-9064-9C5574C852B9
10222,L97205,L97205-FFB908BE-434C-49C7-9F15-C40DCF558F3C
10223,L97206,L97206-44BE9190-F975-41A4-97C5-F2F5F98AC2B7
10224,L97207,L97207-D40C8F5A-29DD-4211-BB5D-8EC721DE30DB
10225,L97208,L97208-884CEF6C-D891-40DF-B815-6A5A48650B15
10226,L97209,L97209-789E1C62-EB6A-402A-8E60-8A316CC4E975
10227,L97210,L97210-C55FE3FE-39D0-46B2-8DB5-9623DA8CF6B9
10228,L97211,L97211-AB4539C7-1688-4608-B5FD-0CBB29B6C3D2
10229,L97212,L97212-555B7DCC-31E6-4D2A-B8F9-0091CF34F1DB
10230,L97213,L97213-5D8BE3CD-BABE-4AAB-A22D-E63AD17944FA
10231,L97214,L97214-45106844-C702-494A-BDB4-6E58912FB52E
10232,L97215,L97215-5955BE3D-387C-44F4-A189-7C2045F8FEA4
10233,L97216,L97216-C4403F0E-F352-484C-8EB8-5A01147110DA
10234,L97217,L97217-863AB3BD-B8AE-4646-AB30-800443A0861E
10235,L97218,L97218-14F34AC6-1380-48FE-884D-03C86BA61F16
10236,L97219,L97219-92E57708-6AF0-4DF1-AB68-BF7E36F6725E
10237,L97220,L97220-FCADCD10-ABB1-4ED1-A783-D7DA1A38C356
10238,L97221,L97221-7C84FA4F-EC65-4AD6-B858-3025175548E6
10239,L97222,L97222-19A7CFE2-A180-453E-BE44-16A39473C254
10240,L97223,L97223-54EB6AAA-5DFF-4707-8231-D80C0AB829A1
10241,L97224,L97224-D0C39AC8-5378-402C-ABE2-F5CC88E08448
10242,L97225,L97225-AC361311-AC07-4E57-A1D0-75AF09B82FBA
10243,L97226,L97226-3B737EFE-5F41-4BF6-904D-D2C59D0C970D
10244,L97227,L97227-A8694C58-A146-439C-BF76-A31519D5BF86
10245,L97228,L97228-99F31DA2-4AAA-4F09-853D-B8B9F0289458
10246,L97229,L97229-9268467D-DF79-42D0-B18A-D8F7426C4642
10247,L97230,L97230-4A324B24-A0C8-4AF8-8566-268BECAF505E
10248,L97231,L97231-CCDCE824-EE59-49A7-B666-673CEBB0B6AB
10249,L97232,L97232-31BACBC7-4C8B-451F-AD61-139228200268
10250,L97233,L97233-C591BC3A-88AD-4CC2-B6C2-CFEBB14CAF30
10251,L97234,L97234-B7519B50-EAB6-42CA-AE41-5C4A8B8AD293
10252,L97235,L97235-93C24458-1CD9-4EC6-9025-CE566835797A
10253,L97236,L97236-63DA4C1C-E6F9-4020-87DC-42810D511F51
10254,L97237,L97237-CD9CC3BB-AB81-4725-94C4-0E5797E04AD7
10255,L97238,L97238-8F7307AF-6DB3-4849-80EB-3E4B166F4E8B
10256,L97239,L97239-A91A41CA-9BE0-49EE-B6D5-44AC8CA69B7E
10257,L97240,L97240-5AB7E4C5-6CA7-4F8B-8298-6F00F2641C02
10258,L97241,L97241-22FE0EE4-F55B-487A-8390-E1EE28B16E09
10259,L97242,L97242-F9F70F0E-6E85-4CEF-8150-CB0382E684EB
10260,L97243,L97243-78D95F25-A9F4-41B7-B9E3-5FEED6CBAAF7
10261,L97244,L97244-8405708E-BF6D-4847-97A6-4578F2FE2591
10262,L97245,L97245-32AA5476-B90F-4BEB-ABFD-884F6FE04A01
10263,L97246,L97246-235660BF-D1D5-4C0B-B0D0-C7966847FABC
10264,L97247,L97247-5F202957-23F3-40E1-B788-0C0D2EF43050
10265,L97248,L97248-E3FF9A56-72E3-4CDD-859D-852184B5CD28
10266,L97249,L97249-8B5D3547-4C74-448A-8AC4-6457A8092B26
10267,L97250,L97250-C1C27B27-3027-42FA-B91C-042EB3848927
10268,L97251,L97251-4D52CDC0-0338-4EE2-8B53-1BAD5AE00B86
10269,L97252,L97252-C1D648CF-5F9E-4421-B786-FFF42E42380F
10270,L97253,L97253-BA7401EF-A7C7-4F02-B623-F339C927D809
10271,L97254,L97254-D61306C2-85EB-45B0-800B-A56A3722B749
10272,L97255,L97255-9A3E010C-5430-452F-A4DC-73086AA88C7A
10273,L97256,L97256-1EC565B5-3B13-4147-B4CA-15C8034A013B
10274,L97257,L97257-8C4FD426-164A-4100-B498-49C4DE1F84F6
10275,L97258,L97258-68BD8778-98A1-4C6D-8322-82A7CBA42F17
10276,L97259,L97259-E793AA60-BB57-4CB7-ADEE-8216B173B75E
10277,L97260,L97260-E1D76BD4-694A-43BA-A33C-5B258C418F78
10278,L97261,L97261-74F36020-4DC7-4EA9-AD20-E164D0345283
10279,L97262,L97262-EB1441CE-9D5A-484D-9EA8-D7E3C0957916
10280,L97263,L97263-3FE516B7-DC46-43DF-AEB4-E6248EA55F1C
10281,L97264,L97264-E37A8879-0232-458D-A50E-E277FF4BB894
10282,L97265,L97265-AD4CF61C-F701-47C4-90F2-5AD5A0711935
10283,L97266,L97266-BBCA3D73-9A55-45F6-8F53-A2F17F593D52
10284,L97267,L97267-1DE35649-779D-43B1-ADF8-AF0840FD2C44
10285,L97268,L97268-2FEC8590-9444-4981-A50A-FF85525C4480
10286,L97269,L97269-70F6ACC3-CA70-433D-B63B-930EE36DAAD9
10287,L97270,L97270-E603106A-EBBB-4D39-945E-022CF0D41EF1
10288,L97271,L97271-26CC4F24-0C2C-4F64-81F0-B968A8F2B93B
10289,L97272,L97272-F5ADB0B3-5C2B-4A45-AE75-49FD5E5BEB28
10290,L97273,L97273-C880F92E-3577-4542-9BBD-199726B1406B
10291,L97274,L97274-4B1D642B-A85A-4D16-AC9B-FC40EA8DF634
10292,L97275,L97275-8053BA9E-9A1D-4828-84C7-A0F8A4E21DC9
10293,L97276,L97276-225E400A-C462-4B30-A7E1-2303E141FCF0
10294,L97277,L97277-36D3A599-D19A-4285-A7CC-D49D8FBD15A0
10295,L97278,L97278-2FE45DE6-BA02-451E-975C-39496015BDC8
10296,L97279,L97279-CDAA2383-1E98-4E2A-9F3B-9C149D50736E
10297,L97280,L97280-D3ECB5F7-206B-4566-9A2F-03DED179EA45
10298,L97281,L97281-0452C03E-CAC3-461A-AD01-78F1F669E006
10299,L97282,L97282-F8BF9F4C-5A15-4B2C-AD6C-68B298F79478
10300,L97283,L97283-379F0F2E-A95A-4370-BD61-650CF2D82B4D
10301,L97284,L97284-718A3C6F-0944-4565-AC53-D1C3A07842E4
10302,L97285,L97285-B2132992-FB3D-4F63-A0C0-C37B8EE6EC93
10303,L97286,L97286-602B2D7A-D53F-4E09-81B6-6973D6F1897D
10304,L97287,L97287-5947AB1A-EE0D-4183-A6BE-B641C87378FC
