id	lemmaRaw	wr	upostag	lilaRef	matchType	modLemma
14989	stygius, -a, -um:	stygius	ADJ	lemma/22319	ONE	NULL
14990	stylus	stylus	NULL	lemma/125696	*one*	NULL
14991	styrax, -acis,	styrax	NOUN	lemma/125764	ONE	NULL
14992	suādeo, suāsi, suāsum	suadeo	VERB	lemma/125928	ONE	NULL
14993	suāsi	suasi	NULL	lemma/125928,lemma/125949,lemma/127476	*many*	NULL
14994	suāsio, -ōnis,	suasio	NOUN	lemma/125935	ONE	NULL
14995	suāsor, -ōris,	suasor	NOUN	lemma/125936	ONE	NULL
14996	suāsōrius, -a, -um:	suasorius	ADJ	lemma/125937	ONE	NULL
14997	suāsus, -a, -um:	suasus	ADJ	hypolemma/41930	ONE	NULL
14998	suāsus, -ūs,	suasus	NOUN	lemma/125950	ONE	NULL
14999	suāvidicus, -a, -um:	suauidicus	ADJ	lemma/125941	ONE	NULL
15000	suāviloquens, -entis:	suauiloquens	NOUN	lemma/125944	*one*	NULL
15001	suāviloquentia, -ae,	suauiloquentia	NOUN	lemma/125945	ONE	NULL
15002	suāvior	suauior	NULL	lemma/123525,hypolemma/41953	*many*	NULL
15003	suāvis, -e:	suauis	NOUN	lemma/125947	*one*	NULL
15004	suāvitās, -ātis,	suauitas	NOUN	lemma/125954	ONE	NULL
15005	suāviter	suauiter	NULL	hypolemma/41952	*one*	NULL
15006	suāvium, -i,	suauium	NOUN	lemma/123528	ONE	NULL
15007	sub	sub	NULL	lemma/125956,lemma/82744	*many*	NULL
15008	subabsurdus, -a, -um:	subabsurdus	ADJ	lemma/125957	ONE	NULL
15009	subaccūso	subaccuso	NULL	lemma/125958	*one*	NULL
15010	subactio, -ōnis,	subactio	NOUN	lemma/125962	ONE	NULL
15011	subactus, -a, -um:	subactus	ADJ	hypolemma/42229	ONE	NULL
15012	subagrestis, -e:	subagrestis	NOUN	lemma/125970	*one*	NULL
15013	subālāris, -e:	subalaris	NOUN	lemma/125973	*one*	NULL
15014	subamārus, -a, -um:	subamarus	ADJ	lemma/125982	ONE	NULL
15015	subarroganter	subarroganter	NULL	lemma/125994	*one*	NULL
15016	subausculto	subausculto	NULL	lemma/126003	*one*	NULL
15017	subbibo, -bibi, —	subbibo	VERB	lemma/126008	ONE	NULL
15018	subc-...:	subc	NULL	NULL	ZERO	NULL
15019	subcontumeliōsus, -a, -um:	subcontumeliosus	ADJ	lemma/152590	ONE	NULL
15020	subcrispus, -a, -um:	subcrispus	ADJ	lemma/126033	ONE	NULL
15021	subdēbilis, -e:	subdebilis	NOUN	lemma/126044	*one*	NULL
15022	subdēficio, —, —	subdeficio	VERB	lemma/126046	ONE	NULL
15023	subdidi	subdidi	NULL	lemma/126068	*one*	NULL
15024	subdifficilis, -e:	subdifficilis	NOUN	lemma/126053	*one*	NULL
15025	subdiffīdo, —, —	subdiffido	VERB	lemma/126054	ONE	NULL
15026	subditīvus, -a, -um:	subditiuus	ADJ	lemma/126062	ONE	NULL
15027	subditus, -a, -um:	subditus	ADJ	hypolemma/42138	ONE	NULL
15028	subdo, -didi, -ditum	subdo	VERB	lemma/126068	ONE	NULL
15029	subdoceo, —, —	subdoceo	VERB	lemma/126069	ONE	NULL
15030	subdolus, -a, -um:	subdolus	ADJ	lemma/126073	ONE	NULL
15031	subdubito	subdubito	NULL	lemma/126075	*one*	NULL
15032	subdūco, -duxi, -ductum	subduco	VERB	lemma/126076	ONE	NULL
15033	subductio, -ōnis,	subductio	NOUN	lemma/126078	ONE	NULL
15034	subdūrus, -a, -um:	subdurus	ADJ	lemma/126083	ONE	NULL
15035	subduxi	subduxi	NULL	lemma/126076	*one*	NULL
15036	subedo, -ēdi, —	subedo	VERB	lemma/126084	ONE	NULL
15037	subēgi	subegi	NULL	lemma/126124	*one*	NULL
15038	subeo, -ii, -itum	subeo	VERB	lemma/126085	ONE	NULL
15039	sūber, -eris,	suber	NOUN	lemma/126086,lemma/82848	MANY	NULL
15040	subf-...:	subf	NULL	NULL	ZERO	NULL
15041	subg-...:	subg	NULL	NULL	ZERO	NULL
15042	subhorridus, -a, -um:	subhorridus	ADJ	lemma/126109	ONE	NULL
15043	subiaceo, -iacui, —	subiaceo	VERB	lemma/126112	ONE	NULL
15044	subicio	subicio	NULL	lemma/126114	*one*	NULL
15045	subieci	subieci	NULL	lemma/126114	*one*	NULL
15046	subiecta, -ōrum,	subiecta	NOUN	lemma/127478	ONE	NULL
15047	subiectio, -ōnis,	subiectio	NOUN	lemma/126117	ONE	NULL
15048	subiectissimē	subiectissime	NULL	hypolemma/115691	*one*	NULL
15049	subiecto	subiecto	NULL	lemma/126119	*one*	NULL
15050	subiector, -ōris,	subiector	NOUN	lemma/126120	ONE	NULL
15051	subiectus, -a, -um:	subiectus	ADJ	hypolemma/42211	ONE	NULL
15052	subigo, -ēgi, -actum	subigo	VERB	lemma/126124	ONE	NULL
15053	subii	subii	NULL	lemma/126085,lemma/126158,lemma/82904	*many*	NULL
15054	subiicio, -ieci, -iectum	subiicio	VERB	lemma/126114	ONE	NULL
15055	subimpūdens, -entis:	subimpudens	NOUN	lemma/126125	*one*	NULL
15056	subinānis, -e:	subinanis	NOUN	lemma/126126	*one*	NULL
15057	subinde	subinde	NULL	lemma/126128	*one*	NULL
15058	subinsulsus, -a, -um:	subinsulsus	ADJ	lemma/126137	ONE	NULL
15059	subinvideo, —, —	subinuideo	VERB	lemma/126143	ONE	NULL
15060	subinvīsus, -a, -um:	subinuisus	ADJ	lemma/126144	ONE	NULL
15061	subinvīto	subinuito	NULL	lemma/126145	*one*	NULL
15062	subirascor, -irātus	subirascor	NOUN	lemma/126146	*one*	NULL
15063	subitāneus, -a, -um:	subitaneus	ADJ	lemma/126148	ONE	NULL
15064	subitārius, -a, -um:	subitarius	ADJ	lemma/126149	ONE	NULL
15065	subitō	subito	NULL	lemma/126151,hypolemma/109500	*many*	NULL
15066	subitus, -a, -um:	subitus	ADJ	hypolemma/109501	ONE	NULL
15067	subiunctus, -a, -um:	subiunctus	ADJ	hypolemma/42282	ONE	NULL
15068	subiungo, -iunxi, -iunctum	subiungo	VERB	lemma/126162	ONE	NULL
15069	subiunxi	subiunxi	NULL	lemma/126162	*one*	NULL
15070	sublābor, -lapsus	sublabor	NOUN	lemma/126163	*one*	NULL
15071	sublātē	sublate	NULL	hypolemma/113159	*one*	NULL
15072	sublātio, -ōnis,	sublatio	NOUN	lemma/126169	ONE	NULL
15073	sublātus, -a, -um:	sublatus	ADJ	hypolemma/42903,hypolemma/44600	MANY	NULL
15074	sublectus, -a, -um:	sublectus	ADJ	hypolemma/42298	ONE	NULL
15075	sublēgi	sublegi	NULL	lemma/126173	*one*	NULL
15076	sublego, -lēgi, -lectum	sublego	VERB	lemma/126173	ONE	NULL
15077	sublevātio, -ōnis,	subleuatio	NOUN	lemma/126175	ONE	NULL
15078	sublēvi	subleui	NULL	lemma/126193	*one*	NULL
15079	sublevo	subleuo	NULL	lemma/126176	*one*	NULL
15080	sublica, -ae,	sublica	NOUN	lemma/126177	ONE	NULL
15081	sublicius, -a, -um:	sublicius	ADJ	lemma/126178	ONE	NULL
15082	subligāculum, -i,	subligaculum	NOUN	lemma/126180	ONE	NULL
15083	subligo	subligo	NULL	lemma/126183,lemma/82918	*many*	NULL
15084	sublīmē	sublime	NULL	lemma/138746,hypolemma/42312	*many*	NULL
15085	sublīmis, -e:	sublimis	NOUN	lemma/126187	*one*	NULL
15086	sublīmitās, -ātis,	sublimitas	NOUN	lemma/126188	ONE	NULL
15087	sublīmiter	sublimiter	NULL	hypolemma/42315	*one*	NULL
15088	sublino, -lēvi, -litum	sublino	VERB	lemma/126193	ONE	NULL
15089	sublūceo	subluceo	NULL	lemma/126196	*one*	NULL
15090	subluo, -ui, -ūtum	subluo	VERB	lemma/126201	ONE	NULL
15091	sublustris, -e:	sublustris	NOUN	lemma/126202	*one*	NULL
15092	sublūtus, -a, -um:	sublutus	ADJ	hypolemma/42340	ONE	NULL
15093	subluxi	subluxi	NULL	lemma/126196	*one*	NULL
15094	subm-...:	subm	NULL	NULL	ZERO	NULL
15095	submolestus, -a, -um:	submolestus	ADJ	lemma/126225	ONE	NULL
15096	submōrōsus, -a, -um:	submorosus	ADJ	lemma/126227	ONE	NULL
15097	subnascor, -nātus	subnascor	NOUN	lemma/126238	*one*	NULL
15098	subnecto, -nexui, -nexum	subnecto	VERB	lemma/126241	ONE	NULL
15099	subnego	subnego	NULL	lemma/126242	*one*	NULL
15100	subnexui	subnexui	NULL	lemma/126241	*one*	NULL
15101	subnexus, -a, -um:	subnexus	ADJ	hypolemma/42389	ONE	NULL
15102	subnīsus	subnisus	NULL	hypolemma/110826	*one*	NULL
15103	subnixus, -a, -um:	subnixus	ADJ	hypolemma/110826	ONE	NULL
15104	subnoto	subnoto	NULL	lemma/126250	*one*	NULL
15105	subnuba, -ae,	subnuba	NOUN	lemma/126251	ONE	NULL
15106	subnubilus, -a, -um:	subnubilus	ADJ	lemma/126252	ONE	NULL
15107	subobscēnus, -a, -um:	subobscenus	ADJ	lemma/126254	ONE	NULL
15108	subobscūrus, -a, -um:	subobscurus	ADJ	lemma/126255	ONE	NULL
15109	suboffendo, —, —	suboffendo	VERB	lemma/126259	ONE	NULL
15110	suboleo, —, —	suboleo	VERB	lemma/126260	ONE	NULL
15111	subolēs, -is,	suboles	NOUN	lemma/126262	ONE	NULL
15112	subolesco, —, —	subolesco	VERB	lemma/127506	ONE	NULL
15113	suborior	suborior	NULL	lemma/126265	*one*	NULL
15114	suborno	suborno	NULL	lemma/126268	*one*	NULL
15115	subp-...:	subp	NULL	NULL	ZERO	NULL
15116	subrancidus, -a, -um:	subrancidus	ADJ	lemma/126289	ONE	NULL
15117	subraucus, -a, -um:	subraucus	ADJ	lemma/126290	ONE	NULL
15118	subrectus, -a, -um:	subrectus	ADJ	hypolemma/42491	ONE	NULL
15119	subrefectus, -a, -um:	subrefectus	ADJ	lemma/126295	ONE	NULL
15120	subrēmigo	subremigo	NULL	lemma/126299	*one*	NULL
15121	subrēpo, -repsi, -reptum	subrepo	VERB	lemma/126301	ONE	NULL
15122	subrectus, -a, -um:	subrectus	ADJ	hypolemma/42491	ONE	NULL
15123	subrepsi	subrepsi	NULL	lemma/126301	*one*	NULL
15124	subreptus, -a, -um:	subreptus	ADJ	hypolemma/42480,hypolemma/42499	MANY	NULL
15125	subrexi:	subrexi	NULL	lemma/126307	*one*	NULL
15126	subrideo, -rīsi, -rīsum	subrideo	VERB	lemma/126305	ONE	NULL
15127	subrīdiculus, -a, -um:	subridiculus	ADJ	lemma/169780	ONE	NULL
15128	subrigo	subrigo	NULL	lemma/126307,lemma/82980	*many*	NULL
15129	subringor	subringor	NULL	lemma/126310	*one*	NULL
15130	subripio	subripio	NULL	lemma/126311	*one*	NULL
15131	subrogo	subrogo	NULL	lemma/126315	*one*	NULL
15132	subrostrāni, -ōrum,	subrostrani	NOUN	lemma/158188	ONE	NULL
15133	subrubeo, —, —	subrubeo	VERB	lemma/126320	ONE	NULL
15134	subruo, -rui, -rutum	subruo	VERB	lemma/126327	ONE	NULL
15135	subrusticus, -a, -um:	subrusticus	ADJ	lemma/126328	ONE	NULL
15136	subrutilus, -a, -um:	subrutilus	ADJ	lemma/126330	ONE	NULL
15137	subscrībo, -scripsi, -scriptum	subscribo	VERB	lemma/126343	ONE	NULL
15138	subscriptio, -ōnis,	subscriptio	NOUN	lemma/126344	ONE	NULL
15139	subscriptor, -ōris,	subscriptor	NOUN	lemma/126345	ONE	NULL
15140	subseco, -secui, -sectum	subseco	VERB	lemma/126348	ONE	NULL
15141	subsēdi	subsedi	NULL	lemma/126369,lemma/82995	*many*	NULL
15142	subsellium, -i,	subsellium	NOUN	lemma/126353	ONE	NULL
15143	subsentio, -sensi, —	subsentio	VERB	lemma/126355	ONE	NULL
15144	subsequor, -secūtus	subsequor	NOUN	lemma/126356	*one*	NULL
15145	subservio, —, —	subseruio	VERB	lemma/126361	ONE	NULL
15146	subsicīvus, -a, -um:	subsiciuus	ADJ	lemma/126364	ONE	NULL
15147	subsidiārii, -ōrum,	subsidiarii	NOUN	lemma/139445	ONE	NULL
15148	subsidior	subsidior	NULL	lemma/126367	*one*	NULL
15149	subsidium, -i,	subsidium	NOUN	lemma/126368	ONE	NULL
15150	subsīdo, -sēdi, -sessum	subsido	VERB	lemma/126369	ONE	NULL
15151	subsignānus, -a, -um:	subsignanus	ADJ	lemma/126371	ONE	NULL
15152	subsigno	subsigno	NULL	lemma/126373	*one*	NULL
15153	subsilio, -silui, —	subsilio	VERB	lemma/126374	ONE	NULL
15154	subsisto, -stiti, —	subsisto	VERB	lemma/126379	ONE	NULL
15155	subsortior	subsortior	NULL	lemma/126386	*one*	NULL
15156	subsortitio, -ōnis,	subsortitio	NOUN	lemma/126387	ONE	NULL
15157	substantia, -ae,	substantia	NOUN	lemma/127357	ONE	NULL
15158	substerno, -strāvi, -strātum	substerno	VERB	lemma/126394	ONE	NULL
15159	substiti	substiti	NULL	lemma/126379	*one*	NULL
15160	substo, —, —	substo	VERB	lemma/127324	ONE	NULL
15161	substrātus, -a, -um:	substratus	ADJ	hypolemma/42632	ONE	NULL
15162	substrāvi	substraui	NULL	lemma/126394	*one*	NULL
15163	substrictus, -a, -um:	substrictus	ADJ	hypolemma/42647	ONE	NULL
15164	substringo, -strinxi, -strictum	substringo	VERB	lemma/126404	ONE	NULL
15165	substrinxi	substrinxi	NULL	lemma/126404	*one*	NULL
15166	substructio, -ōnis,	substructio	NOUN	lemma/126405	ONE	NULL
15167	substructus, -a, -um:	substructus	ADJ	hypolemma/42650	ONE	NULL
15168	substruo, -struxi, -structum	substruo	VERB	lemma/126406	ONE	NULL
15169	substruxi	substruxi	NULL	lemma/126406	*one*	NULL
15170	subsultim	subsultim	NULL	lemma/126399	*one*	NULL
15171	subsum, —, —:	subsum	VERB	lemma/126409	ONE	NULL
15172	subsuo, —, sūtum	subsuo	VERB	lemma/126410	ONE	NULL
15173	subtēmen	subtemen	NULL	lemma/126418	*one*	NULL
15174	subter	subter	NULL	lemma/126422,lemma/126423	*many*	NULL
15175	subterfugio, —, —	subterfugio	VERB	lemma/126431	ONE	NULL
15176	subterlābor, -lapsus	subterlabor	NOUN	lemma/126437	*one*	NULL
15177	subterlapsus, -a, -um:	subterlapsus	ADJ	hypolemma/42705	ONE	NULL
15178	subterrāneus, -a, -um:	subterraneus	ADJ	lemma/126447	ONE	NULL
15179	subtervaco	subteruaco	NULL	lemma/126452	*one*	NULL
15180	subtexo, -texui, -textum	subtexo	VERB	lemma/126455	ONE	NULL
15181	subtextus, -a, -um:	subtextus	ADJ	hypolemma/42730	ONE	NULL
15182	subtexui	subtexui	NULL	lemma/126455	*one*	NULL
15183	subtīlis, -e:	subtilis	NOUN	lemma/83061	ONE	NULL
15184	subtīlitās, -ātis,	subtilitas	NOUN	lemma/126460	ONE	NULL
15185	subtīliter	subtiliter	NULL	hypolemma/42737	*one*	NULL
15186	subtimeo, —, —	subtimeo	VERB	lemma/126461	ONE	NULL
15187	subtractus, -a, -um:	subtractus	ADJ	hypolemma/42744	ONE	NULL
15188	subtraho, -traxi, -tractum	subtraho	VERB	lemma/126466	ONE	NULL
15189	subtraxi	subtraxi	NULL	lemma/126466	*one*	NULL
15190	subtristis, -e:	subtristis	NOUN	lemma/126468	*one*	NULL
15191	subturpiculus, -a, -um	subturpiculus	ADJ	lemma/126471	ONE	NULL
15192	subtus	subtus	NULL	lemma/126474	*one*	NULL
15193	subtūsus, -a, -um:	subtusus	ADJ	hypolemma/42762	ONE	NULL
15194	subūcula, -ae,	subucula	NOUN	lemma/126478	ONE	NULL
15195	sūbula, -ae,	subula	NOUN	lemma/126489	ONE	NULL
15196	subulcus, -i,	subulcus	NOUN	lemma/126490	ONE	NULL
15197	suburbānitās, -ātis,	suburbanitas	NOUN	lemma/126499	ONE	NULL
15198	suburbānum, -i,	suburbanum	NOUN	lemma/83105	ONE	NULL
15199	suburbānus, -a, -um:	suburbanus	ADJ	lemma/126500	ONE	NULL
15200	suburbium, -i,	suburbium	NOUN	lemma/126502	ONE	NULL
15201	suburgeo, —, —	suburgeo	VERB	lemma/126503	ONE	NULL
15202	subūro, -ussi, -ustum	suburo	VERB	lemma/126504	ONE	NULL
15203	subussi	subussi	NULL	lemma/126504	*one*	NULL
15204	subustus, -a, -um:	subustus	ADJ	hypolemma/42796	ONE	NULL
15205	subvectio, -ōnis,	subuectio	NOUN	lemma/126479	ONE	NULL
15206	subvecto	subuecto	NULL	lemma/126480	*one*	NULL
15207	subvectus, -a, -um:	subuectus	ADJ	hypolemma/42772	ONE	NULL
15208	subvectus, -ūs,	subuectus	NOUN	lemma/126492	ONE	NULL
15209	subveho, -vexi, -vectum	subueho	VERB	lemma/126482	ONE	NULL
15210	subvenio, -vēni, -ventum	subuenio	VERB	lemma/126485	ONE	NULL
15211	subvereor	subuereor	NULL	lemma/127332	*one*	NULL
15212	subversor, -ōris,	subuersor	NOUN	lemma/127334	ONE	NULL
15213	subverto, -verti, -versum	subuerto	VERB	lemma/126484	ONE	NULL
15214	subvexi	subuexi	NULL	lemma/126482	*one*	NULL
15215	subvexus, -a, -um:	subuexus	ADJ	lemma/137941	ONE	NULL
15216	subvolo	subuolo	NULL	lemma/126496	*one*	NULL
15217	subvolvo, —, —	subuoluo	VERB	lemma/126498	ONE	NULL
15218	subvorto	subuorto	NULL	lemma/126484	*one*	NULL
15219	succēdo, -cessi, -cessum	succedo	VERB	lemma/126507	ONE	NULL
15220	succendo, -cendi, -censum	succendo	VERB	lemma/126508	ONE	NULL
15221	succenseo	succenseo	NULL	lemma/127103	*one*	NULL
15222	succensui	succensui	NULL	lemma/126508,lemma/127103	*many*	NULL
15223	succenturiātus, -a, -um:	succenturiatus	ADJ	hypolemma/42809	ONE	NULL
15224	succentūrio, -ōnis,	succenturio	NOUN	lemma/126022	ONE	NULL
15225	successi	successi	NULL	lemma/126507	*one*	NULL
15226	successio, -ōnis,	successio	NOUN	lemma/126518	ONE	NULL
15227	successor, -ōris,	successor	NOUN	lemma/126519	ONE	NULL
15228	successus, -a, -um:	successus	ADJ	hypolemma/42800	ONE	NULL
15229	successus, -ūs,	successus	NOUN	lemma/126516	ONE	NULL
15230	succīdia, -ae,	succidia	NOUN	lemma/126522	ONE	NULL
15231	succidi	succidi	NULL	lemma/126523,lemma/126524,lemma/126559,lemma/83130,lemma/83132,lemma/83133,lemma/83134	*many*	NULL
15232	succīdi	succidi	NULL	lemma/126523,lemma/126524,lemma/126559,lemma/83130,lemma/83132,lemma/83133,lemma/83134	*many*	NULL
15233	succīdo, -cīdi,- cīsum	succido	VERB	lemma/126523,lemma/126524,lemma/126558	MANY	NULL
15234	succido, -cidi, —	succido	VERB	lemma/126523,lemma/126524,lemma/126558	MANY	NULL
15235	succiduus, -a, -um:	succiduus	ADJ	lemma/126525	ONE	NULL
15236	succinctus, -a, -um:	succinctus	ADJ	hypolemma/42825	ONE	NULL
15237	succingo, -cinxi, -cinctum	succingo	VERB	lemma/126530	ONE	NULL
15238	succino, —, —	succino	VERB	lemma/126533	ONE	NULL
15239	succinum	succinum	NULL	lemma/126727	*one*	NULL
15240	succinxi	succinxi	NULL	lemma/126530	*one*	NULL
15241	succīsus, -a, -um:	succisus	ADJ	hypolemma/42818	ONE	NULL
15242	succlāmo	succlamo	NULL	lemma/126537	*one*	NULL
15243	succollo	succollo	NULL	lemma/126539	*one*	NULL
15244	succresco	succresco	NULL	lemma/126542	*one*	NULL
15245	succrētus, -a, -um:	succretus	ADJ	hypolemma/42812	ONE	NULL
15246	succrēvi	succreui	NULL	lemma/126517,lemma/126542	*many*	NULL
15247	succumbo, -cubui, -cubitum	succumbo	VERB	lemma/126548	ONE	NULL
15248	succurro, -rri, -rsum 3	succurro	VERB	lemma/126550	ONE	NULL
15249	succus, -i,	succus	NOUN	lemma/126766	ONE	NULL
15250	succussi	succussi	NULL	lemma/126556	*one*	NULL
15251	succussus, -a, -um:	succussus	ADJ	hypolemma/42854	ONE	NULL
15252	succussus, -ūs,	succussus	NOUN	lemma/127487	ONE	NULL
15253	succutio, -cussi, -cussum	succutio	VERB	lemma/126556	ONE	NULL
15254	sūcinum, -i,	sucinum	NOUN	lemma/126727	ONE	NULL
15255	suco, -ōnis,	suco	NOUN	lemma/123055	ONE	NULL
15256	suctus, -a, -um:	suctus	ADJ	hypolemma/42995	ONE	NULL
15257	sucula, -ae,	sucula	NOUN	lemma/126564	ONE	NULL
15258	sūcus, -i,	sucus	NOUN	lemma/126766	ONE	NULL
15259	sūdārium, -i,	sudarium	NOUN	lemma/126572	ONE	NULL
15260	sūdātio, -ōnis,	sudatio	NOUN	lemma/126574	ONE	NULL
15261	sūdātōrium, -i,	sudatorium	NOUN	lemma/126577	ONE	NULL
15262	sudis, -is,	sudis	NOUN	lemma/126579	ONE	NULL
15263	sūdo	sudo	NULL	lemma/126580	*one*	NULL
15264	sūdor, -ōris,	sudor	NOUN	lemma/126581	ONE	NULL
15265	sūdus, -a, -um:	sudus	ADJ	lemma/126585	ONE	NULL
15266	sueo, —, —	sueo	VERB	lemma/142111	ONE	NULL
15267	suesco, suēvi, suētum	suesco	VERB	lemma/126588	ONE	NULL
15268	suētus, -a, -um:	suetus	ADJ	hypolemma/42891	ONE	NULL
15269	suēvi	sueui	NULL	lemma/22444	*one*	NULL
15270	sūfēs, -etis,	sufes	NOUN	lemma/126589	ONE	NULL
15271	suffeci	suffeci	NULL	lemma/126601	*one*	NULL
15272	suffectus, -a, -um:	suffectus	ADJ	hypolemma/42913	ONE	NULL
15273	suffero, —, —	suffero	VERB	lemma/126595	ONE	NULL
15274	sufficio, -fēci, -fectum	sufficio	VERB	lemma/126601	ONE	NULL
15275	suffīgo, -fixi, -fixum	suffigo	VERB	lemma/126602	ONE	NULL
15276	suffīmen, -inis,	suffimen	NOUN	lemma/126603	ONE	NULL
15277	suffīo	suffio	NULL	lemma/126606	*one*	NULL
15278	suffixi	suffixi	NULL	lemma/126602	*one*	NULL
15279	suffixus, -a, -um:	suffixus	ADJ	hypolemma/42916	ONE	NULL
15280	sufflāmen, -inis,	sufflamen	NOUN	lemma/126611	ONE	NULL
15281	sufflāmino	sufflamino	NULL	lemma/126612	*one*	NULL
15282	sufflāvus, -a, -um:	sufflauus	ADJ	lemma/126615	ONE	NULL
15283	sufflo	sufflo	NULL	lemma/126616,lemma/167169	*many*	NULL
15284	suffōco	suffoco	NULL	lemma/126619	*one*	NULL
15285	suffōdi	suffodi	NULL	lemma/126620	*one*	NULL
15286	suffodio, -fōdi, -fossum	suffodio	VERB	lemma/126620	ONE	NULL
15287	suffosus, -a, -um:	suffosus	ADJ	NULL	ZERO	NULL
15288	suffractus, -a, -um:	suffractus	ADJ	hypolemma/42959	ONE	NULL
15289	suffrāgātio, -ōnis,	suffragatio	NOUN	lemma/126623	ONE	NULL
15290	suffrāgātor, -ōris,	suffragator	NOUN	lemma/126624	ONE	NULL
15291	suffrāgātōrius, -a, -um:	suffragatorius	ADJ	lemma/126625	ONE	NULL
15292	suffrāgium, -i,	suffragium	NOUN	lemma/126629	ONE	NULL
15293	suffrāgo, -inis,	suffrago	NOUN	lemma/126630	ONE	NULL
15294	subfrāgor	subfragor	NULL	NULL	ZERO	NULL
15295	subfrēgi	subfregi	NULL	lemma/126636	*one*	NULL
15296	suffringo, -frēgi, -fractum	suffringo	VERB	lemma/126636	ONE	NULL
15297	suffūdi	suffudi	NULL	lemma/126646	*one*	NULL
15298	suffugio, -fūgi, —	suffugio	VERB	lemma/126638	ONE	NULL
15299	suffugium, -i,	suffugium	NOUN	lemma/126639	ONE	NULL
15300	suffulcio, -fulsi, -fultum	suffulcio	VERB	lemma/126640	ONE	NULL
15301	suffulsi	suffulsi	NULL	lemma/126640	*one*	NULL
15302	suffultus, -a, -um:	suffultus	ADJ	hypolemma/42966	ONE	NULL
15303	suffundo, -fūdi, -fūsum	suffundo	VERB	lemma/126646,lemma/126647	MANY	NULL
15304	suffuscus, -a, -um:	suffuscus	ADJ	lemma/126100	ONE	NULL
15305	suffūsio, -ōnis,	suffusio	NOUN	lemma/126650	ONE	NULL
15306	suggero, -gessi, -gestum	suggero	VERB	lemma/126653	ONE	NULL
15307	suggessi	suggessi	NULL	lemma/126653	*one*	NULL
15308	suggestum, -i,	suggestum	NOUN	lemma/127490	ONE	NULL
15309	suggestus, -a, -um:	suggestus	ADJ	hypolemma/42984	ONE	NULL
15310	suggrandis, -e:	suggrandis	NOUN	lemma/126101	*one*	NULL
15311	suggredior, -gressus	suggredior	NOUN	lemma/126658	*one*	NULL
15312	suggressus, -a, -um:	suggressus	ADJ	hypolemma/42991	ONE	NULL
15313	sūgillātio, -ōnis,	sugillatio	NOUN	lemma/126655	ONE	NULL
15314	sūgillo	sugillo	NULL	lemma/126656	*one*	NULL
15315	sūgo, suxi, suctum	sugo	VERB	lemma/126665	ONE	NULL
15316	sui	sui	NULL	lemma/131255,lemma/138753	*many*	NULL
15317	suilla, -ae,	suilla	NOUN	lemma/139454	ONE	NULL
15318	suillus, -a, -um:	suillus	ADJ	lemma/126668	ONE	NULL
15319	sulco	sulco	NULL	lemma/126676	*one*	NULL
15320	sulcus, -i,	sulcus	NOUN	lemma/126678	ONE	NULL
15321	sulfur	sulfur	NULL	lemma/126681	*one*	NULL
15322	sullāturio	sullaturio	NULL	lemma/126679	*one*	NULL
15323	sulpur, -uris,	sulpur	NOUN	lemma/126681	ONE	NULL
15324	sulpurātio, -ōnis,	sulpuratio	NOUN	lemma/126683	ONE	NULL
15325	sulpurātus, -a, -um:	sulpuratus	ADJ	lemma/126684	ONE	NULL
15326	sulpureus, -a, -um:	sulpureus	ADJ	lemma/126686	ONE	NULL
15327	sultis	sultis	NULL	lemma/130745,lemma/83257	*many*	NULL
15328	sum, fui, —:	sum	VERB	lemma/126689	ONE	NULL
15329	summa, -ae,	summa	NOUN	lemma/126706	ONE	NULL
15330	summārium, -i,	summarium	NOUN	lemma/126696	ONE	NULL
15331	summātim	summatim	NULL	lemma/126698	*one*	NULL
15332	summātus, -ūs,	summatus	NOUN	lemma/126699	ONE	NULL
15333	summē	summe	NULL	hypolemma/43045	*one*	NULL
15334	summergo, -mersi, -mersum	summergo	VERB	lemma/126213	ONE	NULL
15335	summersi	summersi	NULL	lemma/126213	*one*	NULL
15336	summersus, -a, -um:	summersus	ADJ	hypolemma/42353	ONE	NULL
15337	sumministrātor, -ōris,	sumministrator	NOUN	lemma/126221	*one*	NULL
15338	sumministro	sumministro	NULL	lemma/126221	*one*	NULL
15339	summīsi	summisi	NULL	lemma/126224	*one*	NULL
15340	summissē	summisse	NULL	lemma/126224	*one*	NULL
15341	summissio, -ōnis,	summissio	NOUN	lemma/126223	ONE	NULL
15342	summissus, -a, -um:	summissus	ADJ	hypolemma/42363	ONE	NULL
15343	summitto, -mīsi, -missum	summitto	VERB	lemma/126224	ONE	NULL
15344	summoneo	summoneo	NULL	lemma/126226	*one*	NULL
15345	summopere	summopere	NULL	lemma/142112	*one*	NULL
15346	summōtus, -a, -um:	summotus	ADJ	hypolemma/42375	ONE	NULL
15347	summoveo, -mōvi, -mōtum	summoueo	VERB	lemma/126229	ONE	NULL
15348	summōvi	summoui	NULL	lemma/126229	*one*	NULL
15349	summus, -a, -um:	summus	ADJ	lemma/126705	ONE	NULL
15350	summūto	summuto	NULL	lemma/126237	*one*	NULL
15351	sūmo, sum(p)si, sumptum	sumo	VERB	lemma/126707	ONE	NULL
15352	sum(p)si	sumpsi	NULL	lemma/126707	*one*	NULL
15353	sumptio, -ōnis,	sumptio	NOUN	lemma/126708	ONE	NULL
15354	sumptuārius, -a, -um:	sumptuarius	ADJ	lemma/126710	ONE	NULL
