testu_hitza	lemma	hitz_egokitua	mlv_lexeme	aingura	testuingurua-ezker	testu-hitza	eskuin-testuingurua
abarraquituac	abarrakituak	abarrakitu	https://monumenta.wikibase.cloud/wiki/Lexeme:L233	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... lauridiquituac, besteac beren ezur gucietan 	abarraquituac	, ceatuac , zatituac; eta ecin conta lequizquean ...
aberasten	aberasten	aberaste	https://monumenta.wikibase.cloud/wiki/Lexeme:L326	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... ta gaiztaquerian bicitua baliz bezala: guciac 	aberasten	 cituena, iltze gogorrez lapur biren artean zur ...
aberats	aberats	aberats	https://monumenta.wikibase.cloud/wiki/Lexeme:L329	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##9	... gurasoac zor eztie beren semeai, 	aberats	, eder, sendo, osasun onecoac izatea; cerren ...
abere	abere	abere	https://monumenta.wikibase.cloud/wiki/Lexeme:L335	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... gucietan isuria, ta borrero latzen oñazpietan, 	abere	 batena baliz bezala. Miia gueldi ta isil, ...
abere	abere	abere	https://monumenta.wikibase.cloud/wiki/Lexeme:L335	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##19	... daudenac. Juduac izango dira orreec, deabruac, 	abere	 basotiarrac. Ez Eleiza santea, eztira Juduac, ...
abereac	abereak	abere	https://monumenta.wikibase.cloud/wiki/Lexeme:L335	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##19	... derizte: eztira demonioac, arenac bai; eztira 	abereac	, bai aec baño latz gogorragoac....
aberé	abere	abere	https://monumenta.wikibase.cloud/wiki/Lexeme:L335	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##19	... eguingo ez leuqueana? ez lizateque guizona, bai 	aberé	, bai zembor, bai arcaitzen bat. Baña Eleiza ...
abner	abner	aba	https://monumenta.wikibase.cloud/wiki/Lexeme:L155	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... Quendu cigon bicia Joab capitanac modu gaistoz 	Abner	 ceritzan bati: ta ara non bereala Israel gucian ...
abner	abner	aba	https://monumenta.wikibase.cloud/wiki/Lexeme:L155	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... berac lagundu ta jarraitu nai izandu cituen 	Abner	 zanaren catauac, edo ...
abnerren	abnerren	aba	https://monumenta.wikibase.cloud/wiki/Lexeme:L155	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... janci citezela cilicioz, eta ceguitela negar 	Abnerren	 ...
acaba	akaba			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... edertasunac? eta il bear ceuanean, ecin bestela 	acaba	 citequean neure erreyetaco seme bacarra? Ay ...
acabera	akabera	akabera	https://monumenta.wikibase.cloud/wiki/Lexeme:L1712	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... nola ifiñi zaituzten Adanen humeac! onelaco 	acabera	 bear ceuen asiera aiñ ederrac? pagu au mereci ...
aci	azi	azi	https://monumenta.wikibase.cloud/wiki/Lexeme:L8411	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... hori da zeure ama, aiñ ondo 	aci	 cinduena, ain gozo bere bularrez bazcatu ...
ad	ad			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... artean graciaz, ta guero ceruan gloriaz. 	Ad	 quam nos perducat ...
adanen	adanen	adan	https://monumenta.wikibase.cloud/wiki/Lexeme:L566	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... infernuraño jachia cegoan, artan guendela 	Adanen	 hume guztioc. Etzan guizonen artean lurrean, ez ...
adanen	adanen	adan	https://monumenta.wikibase.cloud/wiki/Lexeme:L566	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... balanza au escuetan deuala; icusi daguigun 	Adanen	 humeac, nolaco Justicia eguiten dan, ez ...
adanen	adanen	adan	https://monumenta.wikibase.cloud/wiki/Lexeme:L566	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... infernuraño jachia cegoan, artan guendela 	Adanen	 hume guztioc. Etzan guizonen artean lurrean, ez ...
adanen	adanen	adan	https://monumenta.wikibase.cloud/wiki/Lexeme:L566	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... balanza au escuetan deuala; icusi daguigun 	Adanen	 humeac, nolaco Justicia eguiten dan, ez ...
adanen	adanen	adan	https://monumenta.wikibase.cloud/wiki/Lexeme:L566	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... nere biciaren bicia! nola ifiñi zaituzten 	Adanen	 humeac! onelaco acabera bear ceuen asiera aiñ ...
adanen	adanen	adan	https://monumenta.wikibase.cloud/wiki/Lexeme:L566	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... oi eta non da gueure lotsea? ô gueu 	Adanen	 ondorengoen artean esquer gaistoco humeac! ...
adi	adi	adi	https://monumenta.wikibase.cloud/wiki/Lexeme:L651	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... digo bada alaco seme batec escari chiqui hori. 	Adi	 daguigun, cer eranzuten ...
adiaca	adiaka	adiaka	https://monumenta.wikibase.cloud/wiki/Lexeme:L655	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... ta obian gorputza sártzeracoan, 	adiaca	 ta deadarrez asi ta negar aundiac eguin ...
adierazotzea	adierazotzea	adiera	https://monumenta.wikibase.cloud/wiki/Lexeme:L668	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... asco eguiten diarduzute. Eta cer da au, ezpada 	adierazotzea	, atseguiñ dezuela Christo gure Jauna illic ...
adierazotzen	adierazotzen	adiera	https://monumenta.wikibase.cloud/wiki/Lexeme:L668	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... ta icen au da alde batetic ezti, gozoa, ta 	adierazotzen	 digu Jaungoicoaren ama bere aunditasun, ta ...
adierazotzen	adierazotzen	adiera	https://monumenta.wikibase.cloud/wiki/Lexeme:L668	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... bestetic da miñ, garratza, ta 	adierazotzen	 diauzcu Virgiñaren doloreac, cergatic aimbat ...
adierazotzen	adierazotzen	adiera	https://monumenta.wikibase.cloud/wiki/Lexeme:L668	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... ta icen au da alde batetic ezti, gozoa, ta 	adierazotzen	 digu Jaungoicoaren ama bere aunditasun, ta ...
adierazotzen	adierazotzen	adiera	https://monumenta.wikibase.cloud/wiki/Lexeme:L668	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... bestetic da miñ, garratza, ta 	adierazotzen	 diauzcu Virgiñaren doloreac, cergatic aimbat ...
adinaren	adinaren	adina	https://monumenta.wikibase.cloud/wiki/Lexeme:L727	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... nai izandu cion amac, icusi ceuan illic bere 	adinaren	 lorean, illic se- meric gaitzbagueena, ...
adisquide	adiskide	adiskide	https://monumenta.wikibase.cloud/wiki/Lexeme:L756	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... gaisoác, are bere echápean, ez semê, ez 	adisquide	 biotz onéz nai dioníc: ta argátican daude ...
adisquide	adiskide	adiskide	https://monumenta.wikibase.cloud/wiki/Lexeme:L756	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##14	... iñor ere Virgiña consola daguiqueanic, are bere 	adisquide	, bere aide, bere maite ...
aditu	aditu	aditu	https://monumenta.wikibase.cloud/wiki/Lexeme:L776	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... Aita eternoari? ay ene! arestian bere semea ez aditu nairic cegoan, ta nola 	aditu	co nau ni? Joango ...
aditu	aditu	aditu	https://monumenta.wikibase.cloud/wiki/Lexeme:L776	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... ditzagun, iñon edo, 	aditu	, edo iracurri ditugun Martyreen tormentuac: ...
aditu	aditu	aditu	https://monumenta.wikibase.cloud/wiki/Lexeme:L776	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... semea. Oi eta amaren errayac, alaco eranzuera 	aditu	 ceueenac! ô bone Jesu , erruquiz ta deadarrez ...
adituco	adituko	aditu	https://monumenta.wikibase.cloud/wiki/Lexeme:L776	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##6	... diradén hizquerac daquitzán batec, erráz 	adituco	 duelá Eusquéraz; ta guezurcho batequín horí ...
adituco	adituko	aditu	https://monumenta.wikibase.cloud/wiki/Lexeme:L776	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... bere semea ez aditu nairic cegoan, ta nola 	adituco	 nau ni? Joango ote natzaca gurutzean dagoan ...
aditzen	aditzen	aditze	https://monumenta.wikibase.cloud/wiki/Lexeme:L786	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... deu guré urliac (	aditzen	 názue, norí nagocán, beguíra, ez ni salatu) ...
aditzen	aditzen	aditze	https://monumenta.wikibase.cloud/wiki/Lexeme:L786	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... euangelioan. Berriz ez bide dira ondo elcar 	aditzen	 Virgiñaren icena, ta Virgiñaren doloreac, eta ...
adiuntza	adiuntza	adiuntza	https://monumenta.wikibase.cloud/wiki/Lexeme:L791	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... christauac, cer juicio zuezaz eguin aldaguiquet 	adiuntza	 onetan? Icusten dezue, Virgiña doloreen ...
adiña	adina	adina	https://monumenta.wikibase.cloud/wiki/Lexeme:L727	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... Reg. 3.) . Baña etzan hori asco 	adiña	, cebillen guezurra, ta otsa deseguiteco: ta ...
aec	aek			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... ditugun Martyreen tormentuac: ceiñ aundiac 	aec	, ceiñ gogorrac, ceiñ izugarriac! batzuec ...
aec	aek			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... deu, cigon Virgiñac? ausaz eguiten deue araco aec, ta 	aec	, urte guztian beren gustuai ...
aec	aek			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... hizqueta lizun liquitsaquin? Cein dira oec, ta 	aec	? Eztaquit nic: eztaquiola nai Jaincoari Eleiz ...
aec	aek			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... deu, cigon Virgiñac? ausaz eguiten deue araco aec, ta 	aec	, urte guztian beren gustuai ...
aec	aek			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... hizqueta lizun liquitsaquin? Cein dira oec, ta 	aec	? Eztaquit nic: eztaquiola nai Jaincoari Eleiz ...
aec	aek			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... deu, cigon Virgiñac? ausaz eguiten deue araco aec, ta 	aec	, urte guztian beren gustuai ...
aec	aek			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... hizqueta lizun liquitsaquin? Cein dira oec, ta 	aec	? Eztaquit nic: eztaquiola nai Jaincoari Eleiz ...
aec	aek			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##19	... demonioac, arenac bai; eztira abereac, bai 	aec	 baño latz gogorragoac....
aec	aek			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... ta beste damu aundi, ta eguiazco baten señale 	aec	, orduan conturatu zan gende gucia, ta ezagutu ...
aen	aen	aen	https://monumenta.wikibase.cloud/wiki/Lexeme:L889	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... Virgiñaren doloreen anzic, ecer ez bat dirade 	aen	 aldean. Eztiot guezurric, ezpada santuac esaten ...
aen	aen	aen	https://monumenta.wikibase.cloud/wiki/Lexeme:L889	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##12	... daudenac. Zoazte Mairuetara, Juduetara, ta 	aen	 biotz itsusietan sar zaitezte: baña ez arren ...
aguertu	agertu	agertu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1016	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##5	... oi cideen, zeu ciñala araco ceruan beiñ batean 	aguertu	 zan señale aundia, izarrez burua, illarguiaz ...
aguindu	agindu	agindu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1045	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... ondoan, gazteric ederren arc bicia justiciac 	aguindu	 ta galtzen ceuala: gucien onguille hura ...
aguindu	agindu	agindu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1045	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... zan, eriotz hura eguin zala, Erregue Dauidec 	aguindu	 ta berac naizeuala. Eta cer eguin ceuan, guezur ...
aguindu	agindu	agindu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1045	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... bere burua ondo ateratzeagatic? Bein danic bein 	aguindu	 ceuan, mundu guciac urratu ceguiela soñecoa, ...
aguindu	agindu	agindu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1045	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... zan, eriotz hura eguin zala, Erregue Dauidec 	aguindu	 ta berac naizeuala. Eta cer eguin ceuan, guezur ...
aguindu	agindu	agindu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1045	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... bere burua ondo ateratzeagatic? Bein danic bein 	aguindu	 ceuan, mundu guciac urratu ceguiela soñecoa, ...
aguindu	agindu	agindu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1045	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... gende guztiac sinistatu ceuan, Erregueac 	aguindu	 ta eguin zala: baña icusi cituanean Erreguearen ...
aguindu	agindu	agindu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1045	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... gucia, ta ezagutu ceuan, etzeuala erregueac 	aguindu	, alaco guizonari bicia ...
aguindu	agindu	agindu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1045	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... gende guztiac sinistatu ceuan, Erregueac 	aguindu	 ta eguin zala: baña icusi cituanean Erreguearen ...
aguindu	agindu	agindu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1045	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##20	... gucia, ta ezagutu ceuan, etzeuala erregueac 	aguindu	, alaco guizonari bicia ...
aguintaria	agintaria	agintari	https://monumenta.wikibase.cloud/wiki/Lexeme:L1066	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##9	... baño gorago jasoa, ceruarequin lurraren 	aguintaria	, ta erreguiña, ta beste gucien gañean Jaungoico ...
aguiri	agiri	agiri	https://monumenta.wikibase.cloud/wiki/Lexeme:L1100	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##11	... astiro urriquimenduac. Esan ditugunetan ezta 	aguiri	 Virgiñaren doloreen anza ...
agur	agur	agur	https://monumenta.wikibase.cloud/wiki/Lexeme:L1164	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... 2.) ; 	agur	 graciaz betea: cergatic bada bere icena aitatu ...
aide	aide	aida	https://monumenta.wikibase.cloud/wiki/Lexeme:L1205	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##14	... consola daguiqueanic, are bere adisquide, bere 	aide	, bere maite ...
aimbat	ainbat	ainbat	https://monumenta.wikibase.cloud/wiki/Lexeme:L1277	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... diauzcu Virgiñaren doloreac, cergatic 	aimbat	 ...
aimbeste	ainbeste	hainbeste	https://monumenta.wikibase.cloud/wiki/Lexeme:L1283	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... bada bere semeari nai izandu cion amac, icusi ...
aimbeste	ainbeste	hainbeste	https://monumenta.wikibase.cloud/wiki/Lexeme:L1283	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##15	... gucien artean aundiena, alaco obligacioz, 	aimbeste	 eguin diauztan ontasunez, ofenditu dedanean ...
aimbéste	ainbeste	hainbeste	https://monumenta.wikibase.cloud/wiki/Lexeme:L1283	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##6	... dec, atsotú dec (eztec hitz au Erderaz esangó); 	aimbéste	 urterén epéan atsotu bear: baña ichoc, ...
ain	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... hura jasotzeco diña pisuric, ta indarric: ain da astun, ta icaragarri pecatua. Argatic ...
ain	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... 	ain	 zori oneco berriac ematen ciran, egun batean, ...
ain	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##14	... arren zeuc ere ez, eztezu zeuc ere zeure 	ain	 biotzecoa dezun esposea consolatzen? Oi eta ...
ain	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... Andre hori da zeure ama, aiñ ondo aci cinduena, 	ain	 gozo bere bularrez bazcatu cinduena: cergatic ...
ain	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##17	... pecataritasunean amatzat daucagula Virgiña, 	ain	 guichi arzaz contu iduquico guenduan. Cein dira ...
ain	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##18	... Jauna aiñ erraz utzitzea, Virgiña largatzea 	ain	 bacar. Ez alda Azcoitico Escuela santa onetan ...
ain	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##18	... escuelarrac, aiñ sendo dirala fedean, 	ain	 ceruco indarrez, suz, arguiz beteac daudela, ...
ain	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##18	... Jauna aiñ erraz utzitzea, Virgiña largatzea 	ain	 bacar. Ez alda Azcoitico Escuela santa onetan ...
ain	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##18	... escuelarrac, aiñ sendo dirala fedean, 	ain	 ceruco indarrez, suz, arguiz beteac daudela, ...
ain	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... gurutzeratu degu zeure semea, gueuc záuzcatzigu 	ain	 dolorez betea. ala gaizqui. Baña etzaude ...
ainguerua	aingerua	aingeru	https://monumenta.wikibase.cloud/wiki/Lexeme:L1297	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... bear digot, ez besteri, graciaren escari au. 	Ainguerua	 etorri citzacanean berri onac ematera, esan ...
aingueruac	aingeruak	aingeru	https://monumenta.wikibase.cloud/wiki/Lexeme:L1297	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... 2.) . Ezcutatu cigon 	aingueruac	 Virgiñari bere icena, ...
aingueruac	aingeruak	aingeru	https://monumenta.wikibase.cloud/wiki/Lexeme:L1297	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##9	... pecatu bague sortzea, gracia guztiaz betea, 	aingueruac	 baño gorago jasoa, ceruarequin lurraren ...
aingueruac	aingeruak	aingeru	https://monumenta.wikibase.cloud/wiki/Lexeme:L1297	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##9	... jaquin aldaguiquegun gauza, eta eztaquit, 	aingueruac	 ere jaquingo al deuen ceruan....
aingueruac	aingeruak	aingeru	https://monumenta.wikibase.cloud/wiki/Lexeme:L1297	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##9	... pecatu bague sortzea, gracia guztiaz betea, 	aingueruac	 baño gorago jasoa, ceruarequin lurraren ...
aingueruac	aingeruak	aingeru	https://monumenta.wikibase.cloud/wiki/Lexeme:L1297	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##9	... jaquin aldaguiquegun gauza, eta eztaquit, 	aingueruac	 ere jaquingo al deuen ceruan....
aingueruac	aingeruak	aingeru	https://monumenta.wikibase.cloud/wiki/Lexeme:L1297	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... gorrotó, ta etsaigo aiñ aundia? Ô emen ceraten 	aingueruac	, beguira nolacoa dagoan zeuen criatzallea: aita ...
aingueruen	aingeruen	aingeru	https://monumenta.wikibase.cloud/wiki/Lexeme:L1297	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##3	... Etzan guizonen artean lurrean, ez eta ceruan 	aingueruen	 artean, hura jasotzeco diña pisuric, ta ...
aingueruen	aingeruen	aingeru	https://monumenta.wikibase.cloud/wiki/Lexeme:L1297	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... au mereci ceuen zeure oneguiñac? itsustasun au 	aingueruen	 edertasunac? eta il bear ceuanean, ecin bestela ...
aingueruen	aingeruen	aingeru	https://monumenta.wikibase.cloud/wiki/Lexeme:L1297	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##21	... edo- ceiñ moduzco esamesanac. Ala dioe ceruan 	aingueruen	 artean, ala dioe infernuan deabruen artean, ala ...
aita	aita	aita	https://monumenta.wikibase.cloud/wiki/Lexeme:L1395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... ta arria bezain gogor. Otseguingo ote digot 	Aita	 eternoari? ay ene! arestian bere semea ez aditu ...
aita	aita	aita	https://monumenta.wikibase.cloud/wiki/Lexeme:L1395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... beguira nolacoa dagoan zeuen criatzallea: 	aita	 eternoa, ona emen zeure semea illic, edo alde ...
aita	aita	aita	https://monumenta.wikibase.cloud/wiki/Lexeme:L1395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##14	... sinistaquizuna. Ezperen 	Aita	 Eternoa, arren zeuc ere consolatzen eztezu ...
aita	aita	aita	https://monumenta.wikibase.cloud/wiki/Lexeme:L1395	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##22	... eracarri diozuten Virginaren seme preciatuari, 	aita	 bezaiñ Jaungoico dan guizon bati, gaitzic iñoiz ...
aitatu	aitatu	aitatu	https://monumenta.wikibase.cloud/wiki/Lexeme:L1446	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##6	... ; agur graciaz betea: cergatic bada bere icena 	aitatu	 ta esan ...
aitatzeco	aitatzeko	aitatze	https://monumenta.wikibase.cloud/wiki/Lexeme:L1450	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##4	... Virgiña orrec icenic ezteu, beiñ bederic 	aitatzeco	? eranzungo digot, gaur bear guenduela icen ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... Latiñezcó cerrendá bátzuec irábiatu ditueláco. 	Aiñ	 arró dabill, aiñ da bere-buru, aiñ berez, ta ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... bátzuec irábiatu ditueláco. Aiñ arró dabill, aiñ da bere-buru, 	aiñ	 berez, ta beré buruz beteá, ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... onéz nai dioníc: ta argátican daude guciac aiñ gueldi, 	aiñ	 isill, escúac tolesturic, naiz ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... bátzuec irábiatu ditueláco. Aiñ arró dabill, aiñ da bere-buru, 	aiñ	 berez, ta beré buruz beteá, ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... onéz nai dioníc: ta argátican daude guciac aiñ gueldi, 	aiñ	 isill, escúac tolesturic, naiz ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... bátzuec irábiatu ditueláco. Aiñ arró dabill, aiñ da bere-buru, 	aiñ	 berez, ta beré buruz beteá, ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... onéz nai dioníc: ta argátican daude guciac aiñ gueldi, 	aiñ	 isill, escúac tolesturic, naiz ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... bátzuec irábiatu ditueláco. Aiñ arró dabill, aiñ da bere-buru, 	aiñ	 berez, ta beré buruz beteá, ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak##5	... onéz nai dioníc: ta argátican daude guciac aiñ gueldi, 	aiñ	 isill, escúac tolesturic, naiz ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##5	... naste churigorri preciatu hura, edo nola dago 	aiñ	 itsusqui ubelduric? Oraindaño esan oi cideen, ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... humeac! onelaco acabera bear ceuen asiera 	aiñ	 ederrac? pagu au mereci ceuen zeure oneguiñac? ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... dituzu? Cergatic dizute gorrotó, ta etsaigo 	aiñ	 aundia? Ô emen ceraten aingueruac, beguira ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... humeac! onelaco acabera bear ceuen asiera 	aiñ	 ederrac? pagu au mereci ceuen zeure oneguiñac? ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##10	... dituzu? Cergatic dizute gorrotó, ta etsaigo 	aiñ	 aundia? Ô emen ceraten aingueruac, beguira ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##13	... herituco deu semearena? Cergatic bien animac aiñ daude elcargana, 	aiñ	 estu loturic, ta ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia##13	... daude bat eguinic, non ecin semearen anima uqui ...
