LAR_LEMMA	EGOKITUA	SARASOLA
gartundea	gartundea	0
gartzá	gartzá	0
gartzac ascatu	gartzac askatu	0
gartzaguillea	gartzagilea	0
gartzaria	gartzaria	0
gartzatu	gartzatu	0
gartzatua	gartzatua	0
gartzea	gartzea	0
gartzersitu	gartzersitu	0
gartziria	gartziria	0
gartzurra	gartzurra	0
garulla	garuila	0
garunaldia	garunaldia	0
garzaguia	garzagia	0
gastañá	gastainá	0
gastaña antzecca	gastaina antzecka	0
gastañadá	gastainadá	0
gastañadia	gastainadia	0
gastañaga	gastainaga	0
gastaña saltzallea	gastaina saltzailea	0
gastar	gastar	0
gastaria	gastaria	0
gastatzallea	gastatzailea	gastatzaile
gasto	gasto	0
gastoná	gastoná	0
gastondua	gastondua	0
gastua	gastua	gastu
gasupa	gasupa	0
gataldia	gataldia	0
gatazca	gatazka	gatazka
gatazcaria	gatazkaria	0
gatazcatu	gatazkatu	gatazkatu
gatbartu	gatbartu	0
gatibua	gatibua	gatibu
gatigua	gatigua	0
gatraiaguit	gatraiagit	0
gatrraztasuna	gatrraztasuna	0
gatzá	gatzá	0
gatzaga	gatzaga	gatzaga
gatzagoa	gatzagoa	0
gatzagoá	gatzagoá	0
gatzalea	gatzalea	0
gatzaqnea	gatzaqnea	0
gatzaquia	gatzakia	0
gatzaria	gatzaria	0
gatzastea	gatzastea	0
gatzasua	gatzasua	0
gatzatu	gatzatu	gatzatu
gatzatú	gatzatú	0
gatzatua	gatzatua	gatzatu
gatzaztatu	gatzaztatu	0
gatzez gogortua	gatzez gogortua	0
gatzezna	gatzezna	0
gatzeztatua	gatzeztatua	0
gatzeztutu	gatzeztutu	0
gatzic baguea	gatzic bagea	0
gatzontzia	gatzontzia	gatzontzi
gatzoquelquia	gatzokelkia	0
gatzordoya	gatzordoia	0
gatzuduna	gatzuduna	0
gatzu obia	gatzu obia	0
gatzuquerra	gatzukerra	0
gatzuteguia	gatzutegia	0
gatzutia	gatzutia	0
gatzuzalea	gatzuzalea	0
gaua	gaua	gau
gaubaz dabillena	gaubaz dabilena	0
gauberdintza	gauberdintza	0
gauberdintzacoa	gauberdintzakoa	0
gaubillaria	gaubilaria	0
gau chit illuna	gau txit iluna	0
gauchori bat	gautxori bat	0
gauchori sorguiñac	gautxori sorginak	0
gauchuria	gautxuria	0
gauerdia	gauerdia	gauerdi
gauncá	gauncá	0
gaur	gaur	gaur
gautarra	gautarra	0
gautu	gautu	gautu
gautua	gautua	gautu
gauzace jabeac	gauzaze jabeak	0
gauza ederrez	gauza ederrez	0
gauza jaquiña	gauza jakina	0
gauzaren batean maiztua	gauzaren batean maiztua	0
gauzaren bat eguiatu	gauzaren bat egiatu	0
gauzaria	gauzaria	0
gauz ascó eguitea	gauz ascó egitea	0
gauzeza	gauzeza	0
gauzezquiro	gauzezkiro	0
gauzeztatu	gauzeztatu	0
gauzeztea	gauzeztea	0
gaviachoa	gabiatxoa	gabiatxo
gaviazaya	gabiazaia	gabiazai
gavieta	gabieta	gabieta
gavilla	gabila	0
gavillaga	gabilaga	0
gaviota	gabiota	0
gavoillatoquia	gaboilatokia	0
gaya	gaia	gaia
gay eguin	gai egin	0
gayendea	gaiendea	0
gayeza	gaieza	0
gayezquiro	gaiezkiro	0
gayeztatu	gaieztatu	0
gayeztatua	gaieztatua	0
gayeztea	gaieztea	0
gayeztu	gaieztu	0
gayeztua	gaieztua	0
gayona	gaiona	0
gayondea	gaiondea	0
gayonqui	gaionki	0
gayonquiro	gaionkiro	0
gayontza	gaiontza	0
gayró	gairó	0
gaytasuna	gaitasuna	gaitasun
gazá	gazá	0
gazaquiro	gazakiro	0
gazeta	gazeta	gazeta
gazetaguillea	gazetagilea	0
gazetaquiña	gazetakina	0
gazltigatu	gazltigatu	0
gazpiñasquia	gazpinaskia	0
gazpipertu	gazpipertu	0
gazpipertua	gazpipertua	0
gazqitu	gazqitu	0
gaztá	gaztá	0
gaztaguiña	gaztagina	gaztagin
gaztamaya	gaztamaia	0
gaztambera	gaztanbera	gaztanbera
gaztaña chbigolia	gaztaina txbigolia	0
gaztaña chigoldua	gaztaina txigoldua	0
gaztaña chigoliac	gaztaina txigoliak	0
gaztañalorea	gaztainalorea	0
gaztaquinteuia	gaztakinteuia	0
gaztaquintzaco maya	gaztakintzako maia	0
gazta salt	gazta salt	0
gaztatzea	gaztatzea	0
gaztaya	gaztaia	0
gaztayaroa	gaztaiaroa	0
gaztea	gaztea	gazte
gazte-adinecoa	gazte-adinekoa	0
gazte bizarric eztuena	gazte bizarric eztuena	0
gaztechoa	gaztetxoa	gaztetxo
gazte dembora	gazte denbora	0
gazte-dembora	gazte-denbora	0
gazteenera	gazteenera	0
gazteera	gazteera	0
gazte era	gazte era	0
gazte erara	gazte erara	0
gazte erara ibilli	gazte erara ibili	0
gazteguia	gaztegia	0
gaztelabanza	gaztelabantza	0
gaztelania	gaztelania	gaztelania
gaztelarra	gaztelarra	0
gaztelava	gaztelaba	0
gaztelimburza	gaztelinburza	0
gaztelimuria	gaztelimuria	0
gaztelimuritu	gaztelimuritu	0
gaztelimurituá	gaztelimurituá	0
gaztelluzaida	gazteiluzaida	0
gaztelua	gaztelua	gaztelu
gazteluchoa	gaztelutxoa	gaztelutxo
gaztelu Erregueena	gaztelu Erregeena	0
gaztelu gaitza	gaztelu gaitza	0
gaztelutu	gaztelutu	0
gaztelutua	gaztelutua	0
gazteluzaya	gazteluzaia	gazteluzai
gaztelu zaya	gaztelu zaia	0
gaztequeria	gaztekeria	gaztekeria
gaztesia	gaztesia	0
gaztetasuna	gaztetasuna	gaztetasun
gaztetu	gaztetu	gaztetu
gaztetua	gaztetua	gaztetu
gaztiga	gaztiga	0
gaztigatu	gaztigatu	gaztigatu
gaztigatua	gaztigatua	gaztigatu
gaztigatzallea	gaztigatzailea	0
gaztigua	gaztigua	gaztigu
gaztiguá	gaztiguá	0
gaztoraya	gaztoraia	0
gaztuna	gaztuna	gaztun
gazurá	gazurá	0
gazuratsua	gazuratsua	0
gazuratu	gazuratu	gazuratu
gazuratú	gazuratú	0
gazuratua	gazuratua	gazuratu
gciaquicoa	gziakikoa	0
geeracion	jeerazion	0
geéregain	jeéregain	0
gegarpetu	jegarpetu	0
geigoatua	jeigoatua	0
geitaciera	jeitaziera	0
gela-	jela-	0
gelá	jelá	0
gelaciria	jelaziria	0
geladindirria	jeladindirria	0
gelaquida	jelakida	0
gelaquidatu	jelakidatu	0
gelatzea	jelatzea	0
genastia	jenastia	0
genastiro	jenastiro	0
gendacharra	jendatxarra	0
gendaliac	jendaliak	0
gendalla	jendaila	0
gendartetu	jendartetu	0
gendartetua diartetua	jendartetua diartetua	0
gendatzaren bat quidatu	jendatzaren bat kidatu	0
gendatzea	jendatzea	0
gendatzeac	jendatzeak	0
gendatzea pillaca	jendatzea pilaka	0
gendatzearen aguintaria izan	jendatzearen agintaria izan	0
gendatzearen quidatzallea	jendatzearen kidatzailea	0
gende andicoa	jende andikoa	0
gendecharra	jendetxarra	0
gendedia	jendedia	jendedi
gende-dia	jende-dia	0
gendedia biltzea	jendedia biltzea	0
gendediac	jendediak	0
gendetzeac bildu	jendetzeac bildu	0
genealogia	jenealojia	0
generacion	jenerazion	0
genero	jenero	0
gentedia	jentedia	0
Gentil	Gentil	0
gerigonza	jerigontza	0
geringa	jeringa	0
Geuesis	Geuesis	0
gezurrezco cineguillea	jezurrezko zinegilea	0
gezurrez enganatu	jezurrez enganatu	0
gga	gga	0
ggaquida	ggakida	0
ggaquidaria	ggakidaria	0
ggaquidatua	ggakidatua	0
ggarguitua	ggargitua	0
ggartatzea	ggartatzea	0
giantautsá	jiantautsá	0
giba	jiba	0
gibarta mota bat	jibarta mota bat	0
gicotria	jikotria	0
giganteen guisá	jiganteen gisá	0
gigoatu	jigoatu	0
giicená	jiizená	0
gilguero	jilgero	0
gimparatua	jinparatua	0
gipura	jipura	0
gira	jira	jira
girabira	jirabira	0
girabiratu	jirabiratu	0
girabiratu irabiati	jirabiratu irabiati	0
girabiratzallea	jirabiratzailea	0
giraboilla	jiraboila	0
giraboilqu	jiraboilk	0
giraca	jiraka	jiraka
giraca erabilli	jiraka erabili	0
giraca ibilli	jiraka ibili	0
giracoidea	jirakoidea	0
giracorra	jirakorra	0
giracoya	jirakoia	0
giragora	jiragora	0
giraldetea	jiraldetea	0
giran	jiran	0
girasol	jirasol	0
giratu	jiratu	jiratu
giratua	jiratua	jiratu
giratzea	jiratzea	0
girerazo	jirerazo	0
giringatu	jiringatu	0
gironado	jironado	0
giudaaco atorratu	jiudaako atorratu	0
glandula	glandula	0
gloria	gloria	gloria
gloria emallea	gloria emailea	0
gloriaguillea	gloriagilea	0
gloriaquiro	gloriakiro	0
gloriatu	gloriatu	0
glorieguin	gloriegin	0
glorieguiña	gloriegina	0
gndarcatu	gndarkatu	0
gntitzea	gntitzea	0
go-	go-	0
go acaidea	go akaidea	0
goaceén artéz	goazeén artéz	0
goadia	goadia	0
goadiquiro hitzeguin	goadikiro hitzegin	0
goaditu	goaditu	0
goadrambá	goadranbá	0
goaiquiró	goaikiró	0
goairtarguitua	goairtargitua	0
goaita	goaita	goait
goaitaldia	goaitaldia	0
goaitaldicoa	goaitaldikoa	0
goaitaldiro	goaitaldiro	0
goaitarguia	goaitargia	0
goaitarguiera	goaitargiera	0
goaitarguitu	goaitargitu	0
goaitatu	goaitatu	goaitatu
go aldia	go aldia	0
goarda	goarda	goarda
goardá	goardá	0
goardaai na	goardaai na	0
goardacaitu	goardakaitu	0
goardacaya	goardakaia	0
goardatzallea	goardatzailea	0
goardatzea	goardatzea	0
goardazaya	goardazaia	0
goarlaucá	goarlaucá	0
goarnida	goarnida	0
goarnita	goarnita	0
goarnitu	goarnitu	goarnitu
goarnitua	goarnitua	goarnitu
goarnitua goardacaitua	goarnitua goardakaitua	0
goarnituria gordacairia	goarnituria gordakairia	0
goarnuria	goarnuria	0
goarnuritarra	goarnuritarra	0
goarpea	goarpea	goarpe
goarpequiro	goarpekiro	0
goarpero	goarpero	0
goarpetista	goarpetista	0
goastacorra	goastakorra	0
goastaquiró	goastakiró	0
goastatu	goastatu	goastatu
goastua	goastua	0
goauca	goauka	0
goautá	goautá	0
goautu	goautu	0
goaya	goaia	goaia
goaztatzalea	goaztatzalea	0
gobada	gobada	gobada
gobadá	gobadá	0
gobada jotzallea	gobada jotzailea	0
gobadontzia	gobadontzia	0
gober-	gober-	0
goberatu	goberatu	0
goberatua	goberatua	0
gobernatu	gobernatu	gobernatu
gobernatua	gobernatua	gobernatu
goboilla	goboila	0
gocana	gokana	0
gochcdatu	gotxcdatu	0
gocicatu	gozikatu	0
gocicatua	gozikatua	0
gocilchoa	goziltxoa	0
godadia	godadia	0
godadiaria	godadiaria	0
godadiguillea	godadigilea	0
godaria	godaria	0
godari onzia	godari ontzia	0
godartaria	godartaria	0
godartea	godartea	0
godartetu	godartetu	0
godartetua	godartetua	0
godaurquea	godaurkea	0
godeitaria	godeitaria	0
godeitu	godeitu	0
godeitua	godeitua	0
godeitzallea	godeitzailea	0
godeya	godeia	0
godlosina	godlosina	0
goeaditsua	goeaditsua	0
goegaquidea	goegakidea	0
goegoratu	goegoratu	0
goegueiro	goegeiro	0
goerribelcha	goerribeltxa	0
goesartu	goesartu	0
goetoata	goetoata	0
goezoa	goezoa	0
gogabea	gogabea	0
gogaberaquiro	gogaberakiro	0
gogaberatia	gogaberatia	0
gogabetu	gogabetu	gogabetu
gogabiltea	gogabiltea	0
gogadia	gogadia	0
gogaicarria	gogaikarria	gogaikarri
gogaicioa	gogaizioa	0
gogaipena	gogaipena	0
gogaitaraci	gogaitarazi	gogaitarazi
gogaitaraci , &c	gogaitarazi , &k	0
gogaitea	gogaitea	0
gogaiteraguin	gogaiteragin	0
gogaiterazo	gogaiterazo	gogaiterazo
gogaitu	gogaitu	gogaitu
gogaitua	gogaitua	gogaitu
gogaitzea	gogaitzea	0
gogaldea	gogaldea	0
gogaldu	gogaldu	gogaldu
gogaleia	gogaleia	0
gogaleicorra	gogaleikorra	0
gogaleigarria	gogaleigarria	0
gogaleiquir	gogaleikir	0
gogaquida	gogakida	0
gogaquidaria	gogakidaria	0
gogaquidarra	gogakidarra	0
gogaquidazcoa	gogakidazkoa	0
gogaquidctu	gogakidctu	0
gogaquiña	gogakina	0
gogaracaya	gogarakaia	0
gogaratu	gogaratu	0
gogarguitu	gogargitu	0
gogarpetaria	gogarpetaria	0
gogarpetua	gogarpetua	0
gogarritu	gogarritu	0
gogarritua	gogarritua	0
gogartá	gogartá	0
gogartatu	gogartatu	0
gogartatua	gogartatua	0
gogartatzea	gogartatzea	0
gogartu	gogartu	gogartu
gogartua	gogartua	gogartu
gogatsua	gogatsua	gogatsu
gogatsuera	gogatsuera	0
gogaztandea	gogaztandea	0
gogaztanudu	gogaztanudu	0
gogniiendaria	gogniiendaria	0
gogoa	gogoa	gogo
gogoa ean	gogoa ean	0
gogoangarria	gogoangarria	gogoangarri
gogoan iduqui	gogoan iduki	0
gogoan izaná	gogoan izaná	0
gogoañ jarria	gogoain jarria	0
gogoan jo	gogoan jo	0
gogoan joa	gogoan joa	0
gogoan jot	gogoan jot	0
gogoan jotzea	gogoan jotzea	0
gogoatia	gogoatia	0
gogobaguea	gogobagea	0
gogoduna	gogoduna	0
gogoesetiro	gogoesetiro	0
gogoezadea	gogoezadea	0
gogoguetu	gogogetu	0
gogoguillea	gogogilea	0
gogoratu	gogoratu	0
gogoratzea	gogoratzea	0
gogor eguin	gogor egin	0
gogorqui	gogorki	gogorki
gogorquiro	gogorkiro	gogorkiro
gogorquiró	gogorkiró	0
gogorquiro gogor	gogorkiro gogor	0
gogorra	gogorra	0
gogorrá	gogorrá	0
gogorrera	gogorrera	0
gogortasuna	gogortasuna	gogortasun
gogortu	gogortu	gogortu
gogortua	gogortua	gogortu
gogosaquiá	gogosakiá	0
gogoseatu	gogoseatu	0
gogosetia	gogosetia	0
gogotia	gogotia	0
gogotic naitu	gogotic naitu	0
gogotic naitua	gogotic naitua	0
gogotsua	gogotsua	gogotsu
gogoz	gogoz	gogoz
gogozadea	gogozadea	0
gogozatia	gogozatia	0
gogozatiro chit biotzberaró	gogozatiro txit biotzberaró	0
gogozeza	gogozeza	0
gogueidea	gogeidea	0
gogueiquiro	gogeikiro	0
gogueitá	gogeitá	0
goguibena	gogibena	0
goguibendu	gogibendu	0
goguienlea	gogienlea	0
goguintaria	gogintaria	0
goguiroa	gogiroa	0
goguirotu	gogirotu	0
goguirotzea	gogirotzea	0
gogurria	gogurria	0
gogurriro	gogurriro	0
gogurritu	gogurritu	0
gogurritua	gogurritua	0
gogurritzea	gogurritzea	0
goi-	goi-	0
goia	goia	goi
goiá	goiá	0
goiagoa	goiagoa	0
goian	goian	0
goiantearra	goiantearra	0
goiantetzarra	goiantetzarra	0
goiantichusia	goiantitxusia	0
goiantirudiac	goiantirudiak	0
goiaspillac	goiaspilak	0
goiaspillatua	goiaspilatua	0
goibalia	goibalia	0
goibaliró	goibaliró	0
goibeldu	goibeldu	goibeldu
goibeldú	goibeldú	0
goibelduá	goibelduá	0
goibelduna	goibelduna	0
goibeteguia	goibetegia	0
goicoa	goikoa	goiko
goien	goien	goien
goiendea	goiendea	goiende
goifarcoya	goifarkoia	0
goigeatea	goijeatea	0
goigo	goigo	0
goigoaria	goigoaria	0
goigotaria	goigotaria	0
goiratu	goiratu	0
goisabiribillac	goisabiribilak	0
goisacarichoa	goisakaritxoa	0
goisaqueta	goisaketa	0
goisaroa	goisaroa	0
goisgalea	goisgalea	0
goisgaletu	goisgaletu	0
goisgaletua	goisgaletua	0
goisoa	goisoa	0
goiso biurrac	goiso biurrak	0
goisochocha	goisotxotxa	0
goisopilla	goisopila	0
goisorea	goisorea	0
goisoro	goisoro	0
goispillá	goispilá	0
goisyobiurrac	goixobiurrak	0
goitaera	goitaera	0
goitalcharia	goitaltxaria	0
goitalchatu	goitaltxatu	0
goitaltzaera	goitaltzaera	0
goitaltzaria	goitaltzaria	0
goitaltzatu	goitaltzatu	0
goitaltz atu	goitaltz atu	0
goitandia	goitandia	0
goitandiera	goitandiera	0
goitandiro	goitandiro	0
goitanditu	goitanditu	0
goitanditzea	goitanditzea	0
goitarria Presunta	goitarria Presunta	0
goitascac	goitaskak	0
goiteriz	goiteriz	0
goiti	goiti	goiti
goitia	goitia	goiti
goitiaraci	goitiarazi	goitiarazi
goitiatu	goitiatu	0
goiticoa	goitikoa	goitiko
goitiquidatu	goitikidatu	0
goitiquidatua	goitikidatua	0
goitiro	goitiro	0
goitiró	goitiró	0
goitiro beatu	goitiro beatu	0
goititu	goititu	goititu
goi titu	goi titu	0
goititua	goititua	goititu
goititzea	goititzea	0
goitoquia	goitokia	0
goitotsa	goitotsa	0
goitura	goitura	0
goiturchoa	goiturtxoa	0
goitustea	goitustea	0
goitustedun	goitustedun	0
goitusteduna	goitusteduna	0
goitustez	goitustez	0
goiz	goiz	goiz
goizá	goizá	0
goizaguiá	goizagiá	0
goizcata	goizkata	0
goizchoa	goiztxoa	goiztxo
goizecoa	goizekoa	0
goiz eldua	goiz eldua	0
goizentia	goizentia	0
goiz jaiqui	goiz jaiki	0
goizjaiquia	goizjaikia	0
goiztarra	goiztarra	0
goiztia	goiztia	0
gol-	gol-	0
golaburta	golaburta	0
golaburtu	golaburtu	0
golaburtua	golaburtua	0
golaburtza	golaburtza	0
golardoa	golardoa	golardoa
golardoztu	golardoztu	0
golatzac	golatzak	0
goldabearriac	goldabearriak	0
goldaria	goldaria	goldari
goldaspeca	goldaspeka	0
goldatu	goldatu	goldatu
goldea	goldea	golde
goldeatu	goldeatu	goldeatu
goldeusquia	goldeuskia	0
goldortzada	goldortzada	0
golillatua	golilatua	0
goloá	goloá	0
golorea	golorea	0
goloreztatu	goloreztatu	0
goloscaria	goloskaria	0
golosgarria	golosgarria	0
golosmear	golosmear	0
goloso	goloso	goloso
golosquitsua	goloskitsua	0
golostú	golostú	0
golostua	golostua	0
golpaquia	golpakia	0
golparia	golparia	0
golpatu	golpatu	0
golpatzallea	golpatzailea	0
golpeateguia	golpeategia	0
golpeatu	golpeatu	0
golpe pequeiño	golpe pekeino	0
gomartia	gomartia	0
gomartiro	gomartiro	0
gomatu	gomatu	0
gomatzea	gomatzea	0
gombataria	gonbataria	0
gombatea	gonbatea	0
gombatetu	gonbatetu	0
gombatitua	gonbatitua	0
gombatitzallea	gonbatitzailea	0
gombitatu	gonbitatu	0
gombitazalea	gonbitazalea	0
gombitea	gonbitea	gonbite
gomcndiocoa	gomcndiokoa	0
gomendagarria	gomendagarria	0
gomendaria	gomendaria	0
gomendatu	gomendatu	gomendatu
gomendatua	gomendatua	gomendatu
gomendioa	gomendioa	gomendio
gomendipaita	gomendipaita	0
gomitatu	gomitatu	gomitatu
gona azpicoa	gona azpikoa	0
gonagaña	gonagaina	gonagain
gonatzarra	gonatzarra	0
gonazpicoa	gonazpikoa	gonazpiko
gondurá	gondurá	0
gonuztaiquia	gonuztaikia	0
gopat	gopat	0
gopatá	gopatá	0
gopatatu	gopatatu	0
gopatu	gopatu	0
gopoza	gopoza	0
gopozcorra	gopozkorra	0
gopoztu	gopoztu	0
gora	gora	gora
gorá	gorá	0
goraberac	goraberak	0
gorabera corra	gorabera korra	0
goraberatu	goraberatu	goraberatu
goraberatzea	goraberatzea	0
goracidea	gorazidea	0
goradea	goradea	0
goraeda	goraeda	0
goraera	goraera	0
goragalea	goragalea	goragale
goragaleac izan	goragaleac izan	0
goragaletu	goragaletu	goragaletu
goragalez	goragalez	0
goragarria	goragarria	goragarri
goragocoa.	goragokoa.	0
goraguillez	goragilez	0
goraincia	goraintzia	goraintzi
gorainciac	goraintziak	0
goraincitu	goraintzitu	0
goraira	goraira	0
gorandea	gorandea	0
gorasi	gorasi	0
gorasia	gorasia	0
gorastallea	gorastailea	0
gorastaria	gorastaria	0
gorastea	gorastea	0
gorastu	gorastu	0
gorastua	gorastua	0
gorataria	gorataria	0
goratu	goratu	goratu
goratua	goratua	goratu
goratu N	goratu N	0
goratzapena	goratzapena	goratzapen
goratzapeua	goratzapeua	0
goratzea	goratzea	0
gorbotatu	gorbotatu	0
gordabearriac	gordabearriak	0
gordacaiguillea	gordakaigilea	0
gordacairitarra	gordakairitarra	0
gordacaitu	gordakaitu	0
gordacaitua	gordakaitua	0
gordacaya	gordakaia	0
gordacayac	gordakaiak	0
gordacaya quendu	gordakaia kendu	0
gordailla	gordaila	0
gordairua	gordairua	gordairu
gordairuan sartua	gordairuan sartua	0
gordairuria	gordairuria	0
gordairuteguia	gordairutegia	0
gordairutu	gordairutu	gordairutu
gordairutua	gordairutua	gordairutu
gordairuzaya	gordairuzaia	0
gordapea	gordapea	0
gordaria	gordaria	gordari
gordartea	gordartea	0
gordartetu	gordartetu	0
gordascuac	gordaskuak	0
gordateguia	gordategia	gordategi
gordatzallea	gordatzailea	gordatzaile
gordausquia	gordauskia	0
gorde	gorde	gorde
gordé	gordé	0
gordea	gordea	gorde
gordequintza	gordekintza	0
gordetzallea	gordetzailea	gordetzaile
gordetzea	gordetzea	gordetze
gordina	gordina	gordin
gordincaitzac	gordinkaitzak	0
gordindea	gordindea	0
gordindu.	gordindu.	0
gordinquiró	gordinkiró	0
gordintasuna	gordintasuna	gordintasun
gordoincada	gordoinkada	0
gordoinquia	gordoinkia	0
gordoinquichoa	gordoinkitxoa	0
gordoinquiña	gordoinkina	0
gordoinquiteguia	gordoinkitegia	0
gordotzieza	gordotzieza	0
gordozgarria	gordozgarria	0
gordozquera	gordozkera	0
gordoztallea	gordoztailea	0
gordoztaria	gordoztaria	0
gordoztea	gordoztea	0
gordoztzi	gordoztzi	0
gordoztzia	gordoztzia	0
gordú	gordú	0
gordura	gordura	0
gorena	gorena	goren
gorgoina	gorgoina	gorgoina
gorgoinatu	gorgoinatu	gorgoinatu
gorgoinean	gorgoinean	0
gorgorana	gorgorana	0
gorgoratu	gorgoratu	0
goria	goria	gori
goritua	goritua	goritu
gorma	gorma	0
gormagarria	gormagarria	0
gormaria	gormaria	0
gormatu	gormatu	0
gormatua	gormatua	0
gormatza	gormatza	0
gornia	gornia	gorni
goroinca	goroinka	0
goroincaria	goroinkaria	0
goroincatu	goroinkatu	0
goroinquea	goroinkea	0
goroldio	goroldio	goroldio
gorontza	gorontza	gorontz
gorontza baleabizarrezeguiña	gorontza baleabizarrezegina	0
goronzcoa	gorontzkoa	0
goronz saltatu	gorontz saltatu	0
gorostia	gorostia	gorosti
gorotza	gorotza	gorotz
gorotzatu	gorotzatu	0
gorotzatua	gorotzatua	0
goroztatu	goroztatu	0
gorozteguia	goroztegia	goroztegi
goroztu	goroztu	goroztu
goroztua	goroztua	goroztu
goroztzaya	goroztzaia	0
gorputza	gorputza	gorputz
gorputzandicoa	gorputzandikoa	0
gorputzarra	gorputzarra	0
gorputzilla	gorputzila	0
gorputzilla illotzá dirudiena	gorputzila ilotzá dirudiena	0
gorputzquidea	gorputzkidea	0
gorputzsendarren ciazaldea	gorputzsendarren ziazaldea	0
gorputz sendarren neurquintza	gorputz sendarren neurkintza	0
gorputz sendarren ziazaldecoa	gorputz sendarren ziazaldekoa	0
gorpuzandigoa	gorpuzandigoa	0
gorpuzbaguea	gorpuzbagea	0
gorpuzchoa	gorpuztxoa	gorpuztxo
gorpuzduna	gorpuzduna	gorpuzdun
gorpuzguea	gorpuzgea	0
gorpuzquiro	gorpuzkiro	0
gorpuztargoa	gorpuztargoa	0
gorpuztaróá	gorpuztaróá	0
gorpuztarra	gorpuztarra	0
gorpuztuna	gorpuztuna	gorpuztun
gorquiña quendu	gorkina kendu	0
gorquinguetu	gorkingetu	0
gorquiro	gorkiro	0
gorra	gorra	0
gorraraci	gorrarazi	gorrarazi
gorrarbezta	gorrarbezta	0
gorrera	gorrera	0
gorrerazo	gorrerazo	gorrerazo
gorria	gorria	gorri
gorria irudin	gorria irudin	0
gorri antza	gorri antza	0
gorribeztua	gorribeztua	0
gorrina	gorrina	gorrina
gorriná	gorriná	0
gorrinavarra	gorrinabarra	0
gorrindu	gorrindu	gorrindu
gorrindú	gorrindú	0
gorriou	gorriou	0
gorriscatu	gorriskatu	0
gorroa	gorroa	gorro
gorroa bota	gorroa bota	0
go rroatu	go rroatu	0
gorroatzea	gorroatzea	0
gorrochoa	gorrotxoa	0
gorroguillea	gorrogilea	0
gorrosquia	gorroskia	0
gorrotagarria	gorrotagarria	gorrotagarri
gorrotatu	gorrotatu	gorrotatu
gorrotatua	gorrotatua	gorrotatu
gorrotatzea	gorrotatzea	0
gorrotgarria	gorrotgarria	0
gorrotia	gorrotia	0
gorrotoa	gorrotoa	gorroto
gorrotoquia	gorrotokia	0
gorscotea	gorskotea	0
gortalequia	gortalekia	0
gortasuna	gortasuna	gortasun
Gortearra	Gortearra	0
gortu	gortu	gortu
gortua	gortua	gortu
gortua &c	gortua &k	0
gortzea	gortzea	0
gorua quillua	gorua kilua	0
goruestalquia	goruestalkia	0
goru estalquia	goru estalkia	0
gosaldu	gosaldu	gosaldu
gosardea	gosardea	0
gosargarria	gosargarria	0
gosaria	gosaria	gosari
gosaria maneatu	gosaria maneatu	0
gosarquiarra	gosarkiarra	0
gosarquiro	gosarkiro	0
gosarquizuna	gosarkizuna	0
gosárrera	gosárrera	0
gosarta	gosarta	0
gosartá	gosartá	0
gosartaria	gosartaria	0
gosartaz	gosartaz	0
gosartu	gosartu	0
gosartua	gosartua	0
gose	gose	gose
gosea	gosea	gose
goseac illa	goseac ila	0
gosetia	gosetia	goseti
gosetitzarra	gosetitzarra	0
gosetu	gosetu	gosetu
gostasuma	gostasuma	0
gostasumatsua aiñaldatsua	gostasumatsua ainaldatsua	0
gostatu	gostatu	0
gosteatzea	gosteatzea	0
gosyorea	goxorea	0
gota grande	gota grande	0
goteuna	goteuna	goteun
gotirichi	gotiritxi	0
gotirislea	gotirislea	0
gotirtsa	gotirtsa	0
gotoldu	gotoldu	0
gotoldua	gotoldua	0
gotolea	gotolea	0
gotoleac	gotoleak	0
gotoquia	gotokia	0
gotorquiro	gotorkiro	0
gotorra	gotorra	0
gotrichia	gotritxia	0
gotu	gotu	0
gotzauria	gotzauria	0
gotzauritua	gotzauritua	0
gotzurria	gotzurria	0
governaria	gobernaria	gobernari
governatzallea	gobernatzailea	gobernatzaile
goxoguea	goxogea	0
goyá	goiá	0
goyadiera	goiadiera	0
goyadieraz	goiadieraz	0
goyadierazcoa	goiadierazkoa	0
goyagocoa	goiagokoa	0
goyaingerua	goiainjerua	0
goyanci	goiantzi	0
goyancia	goiantzia	0
goyandea	goiandea	0
goyarauquiña	goiaraukina	0
goyarazurrac	goiarazurrak	0
goyarea	goiarea	0
goyarlea	goiarlea	0
goyartu	goiartu	goiartu
goyea	goiea	0
goyena	goiena	goien
goyendea	goiendea	goiende
goyende hura	goiende hura	0
goyeudea	goieudea	0
goyjarea	goijarea	0
gozabeta	gozabeta	0
gozabetaria	gozabetaria	0
gozabetatu	gozabetatu	0
gozaboillac	gozaboilak	0
gozacaicoya	gozakaikoia	0
gozacaidea	gozakaidea	0
gozacáistea	gozacáistea	0
gozacaitu	gozakaitu	0
gozacaitua	gozakaitua	0
gozacaitza	gozakaitza	gozakaitz
gozacaitzá	gozakaitzá	0
gozacaizquiro	gozakaizkiro	0
gozacaizquiró	gozakaizkiró	0
gozacaiztu	gozakaiztu	gozakaiztu
gozacaiztua	gozakaiztua	gozakaiztu
gozacorra	gozakorra	0
gozacortza	gozakortza	0
gozaduna	gozaduna	0
gozaera	gozaera	0
gozaezgvarria	gozaezgbarria	0
gozagaiña	gozagaina	0
gozagainchoac	gozagaintxoak	0
gozagainguillea	gozagaingilea	0
gozagambara	gozaganbara	0
gozagarria	gozagarria	gozagarri
